gene_symbol	raw_counts
ENSMFAG00000041262	36801
ENSMFAG00000041266	26351
ENSMFAG00000041267	51247
ENSMFAG00000041277	98868
ENSMFAG00000041280	56828
ENSMFAG00000041281	32484
ENSMFAG00000041284	47268
ENSMFAG00000041286	78492
ENSMFAG00000041298	22982
ENSMFAG00000041299	79274
ENSMFAG00000041300	33227
ENSMFAG00000041305	94963
ENSMFAG00000041309	9993
ENSMFAG00000041316	97538
ENSMFAG00000041318	39098
ENSMFAG00000041319	15373
ENSMFAG00000041322	35168
ENSMFAG00000041324	21597
ENSMFAG00000041342	46203
ENSMFAG00000041351	31335
ENSMFAG00000041352	7534
ENSMFAG00000041353	32673
ENSMFAG00000041366	13379
ENSMFAG00000041373	56015
ENSMFAG00000041375	4699
ENSMFAG00000041383	91351
ENSMFAG00000041389	61400
ENSMFAG00000041398	4909
ENSMFAG00000041400	8999
ENSMFAG00000041412	88331
ENSMFAG00000041417	60288
ENSMFAG00000041425	10961
ENSMFAG00000041426	86869
ENSMFAG00000041438	58157
ENSMFAG00000041441	81024
ENSMFAG00000041443	65794
ENSMFAG00000041445	15690
ENSMFAG00000041446	45841
ENSMFAG00000041448	8069
ENSMFAG00000041463	51450
ENSMFAG00000041485	96941
ENSMFAG00000041489	31123
ENSMFAG00000041502	22012
ENSMFAG00000041503	57238
ENSMFAG00000041518	87437
ENSMFAG00000041521	15572
ENSMFAG00000041528	14937
ENSMFAG00000041535	3246
ENSMFAG00000041553	35168
ENSMFAG00000041554	8941
ENSMFAG00000041560	95510
ENSMFAG00000041567	3147
ENSMFAG00000041571	45413
ENSMFAG00000041574	43734
ENSMFAG00000041576	49841
ENSMFAG00000041577	42424
ENSMFAG00000041584	9031
ENSMFAG00000041600	61571
ENSMFAG00000041602	49531
ENSMFAG00000041610	67479
ENSMFAG00000041611	34163
ENSMFAG00000041617	60210
ENSMFAG00000041623	69187
ENSMFAG00000041626	369
ENSMFAG00000041629	83512
ENSMFAG00000041633	77711
ENSMFAG00000041638	65218
ENSMFAG00000041640	30669
ENSMFAG00000041664	10743
ENSMFAG00000041667	48738
ENSMFAG00000041668	76540
ENSMFAG00000041673	97543
ENSMFAG00000041682	57499
ENSMFAG00000041684	56164
ENSMFAG00000041704	90239
ENSMFAG00000041708	2939
ENSMFAG00000041709	91805
ENSMFAG00000041713	53942
ENSMFAG00000041714	34485
ENSMFAG00000041715	60314
ENSMFAG00000041717	6519
ENSMFAG00000041719	62942
ENSMFAG00000041720	86058
ENSMFAG00000041732	22547
ENSMFAG00000041741	20379
ENSMFAG00000041747	83479
ENSMFAG00000041757	36495
ENSMFAG00000041760	42734
ENSMFAG00000041783	85972
ENSMFAG00000041787	52802
ENSMFAG00000041797	97342
ENSMFAG00000041802	33992
ENSMFAG00000041804	5872
ENSMFAG00000041808	11898
ENSMFAG00000041811	45211
ENSMFAG00000041812	99162
ENSMFAG00000041815	14824
ENSMFAG00000041816	32745
ENSMFAG00000041818	25166
ENSMFAG00000041821	69220
ENSMFAG00000041843	97858
ENSMFAG00000041856	36114
ENSMFAG00000041871	52227
ENSMFAG00000041876	22147
ENSMFAG00000041885	19692
ENSMFAG00000041897	8649
ENSMFAG00000041903	89805
ENSMFAG00000041904	88872
ENSMFAG00000041908	41182
ENSMFAG00000041914	80570
ENSMFAG00000041917	28207
ENSMFAG00000041922	47318
ENSMFAG00000041930	26750
ENSMFAG00000041932	70907
ENSMFAG00000041939	27485
ENSMFAG00000041942	97583
ENSMFAG00000041943	99205
ENSMFAG00000041956	48642
ENSMFAG00000041963	38457
ENSMFAG00000041970	67901
ENSMFAG00000041976	97237
ENSMFAG00000041978	44415
ENSMFAG00000041982	2750
ENSMFAG00000041985	75606
ENSMFAG00000041991	62736
ENSMFAG00000041995	97213
ENSMFAG00000042008	20270
ENSMFAG00000042009	32404
ENSMFAG00000042020	90111
ENSMFAG00000042048	83302
ENSMFAG00000042056	63552
ENSMFAG00000042059	40686
ENSMFAG00000042063	9392
ENSMFAG00000042064	83370
ENSMFAG00000042069	30819
ENSMFAG00000042070	3708
ENSMFAG00000042071	19944
ENSMFAG00000042072	68056
ENSMFAG00000042086	30632
ENSMFAG00000042094	76929
ENSMFAG00000042104	52026
ENSMFAG00000042114	69732
ENSMFAG00000042115	83307
ENSMFAG00000042118	25904
ENSMFAG00000042121	85619
ENSMFAG00000042123	9816
ENSMFAG00000042132	36274
ENSMFAG00000042135	96832
ENSMFAG00000042142	88039
ENSMFAG00000042154	95705
ENSMFAG00000042177	57735
ENSMFAG00000042180	32740
ENSMFAG00000042191	96521
ENSMFAG00000042195	40785
ENSMFAG00000042197	12578
ENSMFAG00000042198	765
ENSMFAG00000042199	95222
ENSMFAG00000042200	72757
ENSMFAG00000042204	63501
ENSMFAG00000042212	87143
ENSMFAG00000042223	82694
ENSMFAG00000042224	59163
ENSMFAG00000042245	61677
ENSMFAG00000042248	31173
ENSMFAG00000042252	94453
ENSMFAG00000042262	72350
ENSMFAG00000042276	73554
ENSMFAG00000042283	44667
ENSMFAG00000042295	99343
ENSMFAG00000042298	18163
ENSMFAG00000042302	32266
ENSMFAG00000042317	65678
ENSMFAG00000042337	16921
ENSMFAG00000042339	61263
ENSMFAG00000042341	43603
ENSMFAG00000042342	40171
ENSMFAG00000042344	24120
ENSMFAG00000042347	7854
ENSMFAG00000042351	55758
ENSMFAG00000042371	91669
ENSMFAG00000042377	48830
ENSMFAG00000042384	26654
ENSMFAG00000042392	29824
ENSMFAG00000042409	66093
ENSMFAG00000042411	36283
ENSMFAG00000042417	62158
ENSMFAG00000042421	97941
ENSMFAG00000042427	55243
ENSMFAG00000042430	81839
ENSMFAG00000042444	47886
ENSMFAG00000042447	52161
ENSMFAG00000042453	89093
ENSMFAG00000042463	12917
ENSMFAG00000042464	53053
ENSMFAG00000042468	96353
ENSMFAG00000042474	71261
ENSMFAG00000042475	22004
ENSMFAG00000042490	22396
ENSMFAG00000042491	38925
ENSMFAG00000042496	62266
ENSMFAG00000042514	83807
ENSMFAG00000042516	15226
ENSMFAG00000042520	22394
ENSMFAG00000042526	35530
ENSMFAG00000042530	93783
ENSMFAG00000042537	54023
ENSMFAG00000042565	44989
ENSMFAG00000042574	76847
ENSMFAG00000042582	27736
ENSMFAG00000042596	93483
ENSMFAG00000042601	50198
ENSMFAG00000042602	75736
ENSMFAG00000042610	38549
ENSMFAG00000042613	1582
ENSMFAG00000042614	2125
ENSMFAG00000042620	18837
ENSMFAG00000042623	72714
ENSMFAG00000042626	63479
ENSMFAG00000042637	27285
ENSMFAG00000042639	44928
ENSMFAG00000042641	61890
ENSMFAG00000042648	76581
ENSMFAG00000042649	34300
ENSMFAG00000042652	72433
ENSMFAG00000042660	4936
ENSMFAG00000042673	92986
ENSMFAG00000042674	63902
ENSMFAG00000042676	8409
ENSMFAG00000042690	14418
ENSMFAG00000042693	84054
ENSMFAG00000042696	98965
ENSMFAG00000042727	16352
ENSMFAG00000042734	73470
ENSMFAG00000042744	25875
ENSMFAG00000042745	60967
ENSMFAG00000042748	55005
ENSMFAG00000042749	64184
ENSMFAG00000042750	5204
ENSMFAG00000042751	87486
ENSMFAG00000042753	33737
ENSMFAG00000042754	83199
ENSMFAG00000042758	51906
ENSMFAG00000042759	55726
ENSMFAG00000042760	73444
ENSMFAG00000042777	72720
ENSMFAG00000042798	72219
ENSMFAG00000042810	26788
ENSMFAG00000042822	18747
ENSMFAG00000042828	41551
ENSMFAG00000042835	94624
ENSMFAG00000042838	41316
ENSMFAG00000042852	65078
ENSMFAG00000042859	90632
ENSMFAG00000042860	76879
ENSMFAG00000042865	14482
ENSMFAG00000042866	93100
ENSMFAG00000042869	43476
ENSMFAG00000042872	41140
ENSMFAG00000042873	29183
ENSMFAG00000042887	51508
ENSMFAG00000042890	15900
ENSMFAG00000042893	35665
ENSMFAG00000042902	69735
ENSMFAG00000042905	54786
ENSMFAG00000042913	32885
ENSMFAG00000042918	81206
ENSMFAG00000042931	47118
ENSMFAG00000042935	73082
ENSMFAG00000042938	34419
ENSMFAG00000042940	94171
ENSMFAG00000042947	96355
ENSMFAG00000042953	41019
ENSMFAG00000042956	65453
ENSMFAG00000042961	5318
ENSMFAG00000042962	35079
ENSMFAG00000042984	33777
ENSMFAG00000042996	14569
ENSMFAG00000043011	48862
ENSMFAG00000043014	85910
ENSMFAG00000043022	40016
ENSMFAG00000043027	60298
ENSMFAG00000043029	5482
ENSMFAG00000043033	59236
ENSMFAG00000043036	63570
ENSMFAG00000043037	16109
ENSMFAG00000043041	49406
ENSMFAG00000043044	56894
ENSMFAG00000043045	24143
ENSMFAG00000043057	72878
ENSMFAG00000043058	55125
ENSMFAG00000043068	62353
ENSMFAG00000043069	29102
ENSMFAG00000043083	22730
ENSMFAG00000043093	78415
ENSMFAG00000043094	76951
ENSMFAG00000043102	80673
ENSMFAG00000043103	48950
ENSMFAG00000043105	13726
ENSMFAG00000043107	75749
ENSMFAG00000043108	74093
ENSMFAG00000043109	11911
ENSMFAG00000043121	10164
ENSMFAG00000043123	45717
ENSMFAG00000043128	29429
ENSMFAG00000043133	2461
ENSMFAG00000043140	19219
ENSMFAG00000043153	28292
ENSMFAG00000043161	81990
ENSMFAG00000043166	15048
ENSMFAG00000043170	64611
ENSMFAG00000043175	58229
ENSMFAG00000043176	92996
ENSMFAG00000043193	50215
ENSMFAG00000043199	17726
ENSMFAG00000043202	61091
ENSMFAG00000043206	98941
ENSMFAG00000043215	15135
ENSMFAG00000043217	95113
ENSMFAG00000043220	35447
ENSMFAG00000043232	92591
ENSMFAG00000043243	80062
ENSMFAG00000043250	67971
ENSMFAG00000043257	55644
ENSMFAG00000043263	91123
ENSMFAG00000043279	40517
ENSMFAG00000043281	97770
ENSMFAG00000043312	84402
ENSMFAG00000043317	58503
ENSMFAG00000043320	69754
ENSMFAG00000043329	89334
ENSMFAG00000043330	38231
ENSMFAG00000043340	6519
ENSMFAG00000043355	4812
ENSMFAG00000043357	94845
ENSMFAG00000043370	17398
ENSMFAG00000043371	40354
ENSMFAG00000043378	63478
ENSMFAG00000043380	86979
ENSMFAG00000043384	87204
ENSMFAG00000043392	698
ENSMFAG00000043397	69833
ENSMFAG00000043399	97167
ENSMFAG00000043402	38754
ENSMFAG00000043408	38495
ENSMFAG00000043412	90261
ENSMFAG00000043427	48275
ENSMFAG00000043430	34034
ENSMFAG00000043433	29542
ENSMFAG00000043453	24902
ENSMFAG00000043466	62113
ENSMFAG00000043468	42242
ENSMFAG00000043479	55056
ENSMFAG00000043481	86402
ENSMFAG00000043507	10341
ENSMFAG00000043535	53057
ENSMFAG00000043536	77058
ENSMFAG00000043550	53592
ENSMFAG00000043555	80467
ENSMFAG00000043569	28204
ENSMFAG00000043570	55768
ENSMFAG00000043572	90823
ENSMFAG00000043575	98602
ENSMFAG00000043576	80048
ENSMFAG00000043577	39363
ENSMFAG00000043579	4135
ENSMFAG00000043587	26737
ENSMFAG00000043601	19386
ENSMFAG00000043604	19094
ENSMFAG00000043624	79935
ENSMFAG00000043631	80048
ENSMFAG00000043640	82802
ENSMFAG00000043648	49534
ENSMFAG00000043653	24567
ENSMFAG00000043664	54117
ENSMFAG00000043674	69839
ENSMFAG00000043675	68677
ENSMFAG00000043676	71884
ENSMFAG00000043680	36622
ENSMFAG00000043682	5125
ENSMFAG00000043683	3741
ENSMFAG00000043686	88356
ENSMFAG00000043692	1721
ENSMFAG00000043697	68266
ENSMFAG00000043704	51107
ENSMFAG00000043715	52451
ENSMFAG00000043717	30327
ENSMFAG00000043718	89891
ENSMFAG00000043720	82423
ENSMFAG00000043726	65427
ENSMFAG00000043729	69760
ENSMFAG00000043733	6010
ENSMFAG00000043735	95070
ENSMFAG00000043738	4072
ENSMFAG00000043756	66770
ENSMFAG00000043758	49024
ENSMFAG00000043759	98838
ENSMFAG00000043760	7698
ENSMFAG00000043766	10637
ENSMFAG00000043771	60617
ENSMFAG00000043772	22337
ENSMFAG00000043775	94337
ENSMFAG00000043777	38354
ENSMFAG00000043781	38736
ENSMFAG00000043782	55148
ENSMFAG00000043788	59502
ENSMFAG00000043803	60259
ENSMFAG00000043804	2816
ENSMFAG00000043809	37004
ENSMFAG00000043815	47489
ENSMFAG00000043821	59450
ENSMFAG00000043825	2413
ENSMFAG00000043832	54288
ENSMFAG00000043848	98802
ENSMFAG00000043856	44151
ENSMFAG00000043858	19521
ENSMFAG00000043862	47497
ENSMFAG00000043871	31710
ENSMFAG00000043881	23698
ENSMFAG00000043889	96935
ENSMFAG00000043900	20911
ENSMFAG00000043906	44493
ENSMFAG00000043914	50245
ENSMFAG00000043927	85915
ENSMFAG00000043938	30736
ENSMFAG00000043939	15087
ENSMFAG00000043949	38274
ENSMFAG00000043950	84243
ENSMFAG00000043951	90773
ENSMFAG00000043952	89064
ENSMFAG00000043953	69426
ENSMFAG00000043957	68305
ENSMFAG00000043958	62816
ENSMFAG00000043976	98882
ENSMFAG00000043990	65366
ENSMFAG00000043996	93258
ENSMFAG00000043997	39031
ENSMFAG00000044001	94330
ENSMFAG00000044003	86800
ENSMFAG00000044009	14832
ENSMFAG00000044015	91314
ENSMFAG00000044018	31236
ENSMFAG00000044020	86347
ENSMFAG00000044024	55412
ENSMFAG00000044027	37787
ENSMFAG00000044028	61371
ENSMFAG00000044032	59398
ENSMFAG00000044035	28628
ENSMFAG00000044050	91479
ENSMFAG00000044069	51853
ENSMFAG00000044075	95995
ENSMFAG00000044076	6847
ENSMFAG00000044087	82361
ENSMFAG00000044091	6663
ENSMFAG00000044113	23706
ENSMFAG00000044117	83639
ENSMFAG00000044121	84318
ENSMFAG00000044123	20123
ENSMFAG00000044141	27511
ENSMFAG00000044153	88617
ENSMFAG00000044155	29219
ENSMFAG00000044156	43643
ENSMFAG00000044157	44949
ENSMFAG00000044163	90535
ENSMFAG00000044166	1416
ENSMFAG00000044183	71770
ENSMFAG00000044185	47275
ENSMFAG00000044188	41722
ENSMFAG00000044190	77010
ENSMFAG00000044195	87769
ENSMFAG00000044202	79224
ENSMFAG00000044208	60827
ENSMFAG00000044220	44814
ENSMFAG00000044226	74406
ENSMFAG00000044227	8124
ENSMFAG00000044231	83058
ENSMFAG00000044240	75605
ENSMFAG00000044242	16128
ENSMFAG00000044243	63765
ENSMFAG00000044257	90325
ENSMFAG00000044258	59260
ENSMFAG00000044259	17720
ENSMFAG00000044264	57782
ENSMFAG00000044283	43127
ENSMFAG00000044286	64104
ENSMFAG00000044287	98839
ENSMFAG00000044302	93550
ENSMFAG00000044310	12872
ENSMFAG00000044316	39668
ENSMFAG00000044321	49980
ENSMFAG00000044333	63148
ENSMFAG00000044336	30172
ENSMFAG00000044343	93493
ENSMFAG00000044348	45493
ENSMFAG00000044350	58080
ENSMFAG00000044351	37506
ENSMFAG00000044366	72687
ENSMFAG00000044372	34206
ENSMFAG00000044375	61871
ENSMFAG00000044380	90400
ENSMFAG00000044382	8255
ENSMFAG00000044383	27821
ENSMFAG00000044385	20568
ENSMFAG00000044391	80875
ENSMFAG00000044397	92854
ENSMFAG00000044402	73023
ENSMFAG00000044405	43750
ENSMFAG00000044407	56500
ENSMFAG00000044417	25436
ENSMFAG00000044418	49600
ENSMFAG00000044422	95187
ENSMFAG00000044434	5474
ENSMFAG00000044438	50111
ENSMFAG00000044444	94104
ENSMFAG00000044447	71612
ENSMFAG00000044448	51194
ENSMFAG00000044452	1605
ENSMFAG00000044457	88941
ENSMFAG00000044463	50996
ENSMFAG00000044471	89757
ENSMFAG00000044475	38301
ENSMFAG00000044476	11360
ENSMFAG00000044484	26842
ENSMFAG00000044487	81421
ENSMFAG00000044489	51120
ENSMFAG00000044507	81887
ENSMFAG00000044508	63209
ENSMFAG00000044510	21540
ENSMFAG00000044513	98555
ENSMFAG00000044516	937
ENSMFAG00000044519	16727
ENSMFAG00000044520	51507
ENSMFAG00000044522	11461
ENSMFAG00000044523	37981
ENSMFAG00000044526	19500
ENSMFAG00000044531	48041
ENSMFAG00000044532	82805
ENSMFAG00000044533	24033
ENSMFAG00000044535	80667
ENSMFAG00000044538	15907
ENSMFAG00000044547	25664
ENSMFAG00000044548	90634
ENSMFAG00000044549	27390
ENSMFAG00000044558	4116
ENSMFAG00000044561	18652
ENSMFAG00000044566	30369
ENSMFAG00000044588	4495
ENSMFAG00000044590	80547
ENSMFAG00000044591	82446
ENSMFAG00000044597	48945
ENSMFAG00000044598	62978
ENSMFAG00000044605	12842
ENSMFAG00000044606	627
ENSMFAG00000044607	88724
ENSMFAG00000044610	27719
ENSMFAG00000044614	65162
ENSMFAG00000044619	79753
ENSMFAG00000044623	92130
ENSMFAG00000044631	60185
ENSMFAG00000044634	16167
ENSMFAG00000044635	60810
ENSMFAG00000044639	97645
ENSMFAG00000044642	61233
ENSMFAG00000044646	60476
ENSMFAG00000044651	21230
ENSMFAG00000044660	65348
ENSMFAG00000044661	85104
ENSMFAG00000044679	69152
ENSMFAG00000044680	42340
ENSMFAG00000044691	13499
ENSMFAG00000044694	94924
ENSMFAG00000044701	27190
ENSMFAG00000044706	94423
ENSMFAG00000044709	97716
ENSMFAG00000044710	78558
ENSMFAG00000044714	25645
ENSMFAG00000044722	20349
ENSMFAG00000044724	77158
ENSMFAG00000044727	15736
ENSMFAG00000044746	63624
ENSMFAG00000044747	13546
ENSMFAG00000044749	17129
ENSMFAG00000044751	30962
ENSMFAG00000044752	37947
ENSMFAG00000044756	63636
ENSMFAG00000044765	90515
ENSMFAG00000044769	21900
ENSMFAG00000044775	68353
ENSMFAG00000044777	83987
ENSMFAG00000044781	98467
ENSMFAG00000044783	66079
ENSMFAG00000044787	33185
ENSMFAG00000044791	67219
ENSMFAG00000044796	61064
ENSMFAG00000044812	93289
ENSMFAG00000044821	34917
ENSMFAG00000044823	74189
ENSMFAG00000044826	68635
ENSMFAG00000044835	14073
ENSMFAG00000044846	38886
ENSMFAG00000044866	94679
ENSMFAG00000044868	87162
ENSMFAG00000044874	68981
ENSMFAG00000044879	52988
ENSMFAG00000044886	7599
ENSMFAG00000044888	75989
ENSMFAG00000044900	65240
ENSMFAG00000044902	39763
ENSMFAG00000044913	37372
ENSMFAG00000044916	79939
ENSMFAG00000044917	6492
ENSMFAG00000044918	89942
ENSMFAG00000044928	10046
ENSMFAG00000044930	26102
ENSMFAG00000044935	39127
ENSMFAG00000044941	64982
ENSMFAG00000044948	26189
ENSMFAG00000044950	39102
ENSMFAG00000044951	29800
ENSMFAG00000044953	490
ENSMFAG00000044956	21130
ENSMFAG00000044961	71541
ENSMFAG00000044964	2578
ENSMFAG00000044967	94861
ENSMFAG00000044969	25169
ENSMFAG00000044972	63814
ENSMFAG00000044978	68148
ENSMFAG00000044990	23043
ENSMFAG00000044995	23670
ENSMFAG00000044999	61115
ENSMFAG00000045005	85862
ENSMFAG00000045007	8680
ENSMFAG00000045012	62513
ENSMFAG00000045023	47233
ENSMFAG00000045037	57659
ENSMFAG00000045039	68054
ENSMFAG00000045040	15299
ENSMFAG00000045046	44650
ENSMFAG00000045054	12610
ENSMFAG00000045055	40313
ENSMFAG00000045067	2383
ENSMFAG00000045068	78555
ENSMFAG00000045070	34342
ENSMFAG00000045072	32856
ENSMFAG00000045078	36381
ENSMFAG00000045082	84828
ENSMFAG00000045089	5072
ENSMFAG00000045098	11885
ENSMFAG00000045105	23405
ENSMFAG00000045109	99686
ENSMFAG00000045126	1813
ENSMFAG00000045127	68951
ENSMFAG00000045132	55918
ENSMFAG00000045150	37899
ENSMFAG00000045164	54510
ENSMFAG00000045170	20682
ENSMFAG00000045172	8107
ENSMFAG00000045191	82101
ENSMFAG00000045207	54025
ENSMFAG00000045220	55845
ENSMFAG00000045228	93043
ENSMFAG00000045238	48932
ENSMFAG00000045251	52530
ENSMFAG00000045255	20489
ENSMFAG00000045269	49108
ENSMFAG00000045287	24052
ENSMFAG00000045289	51627
ENSMFAG00000045304	53958
ENSMFAG00000045321	39134
ENSMFAG00000045324	23101
ENSMFAG00000045330	87907
ENSMFAG00000045335	81707
ENSMFAG00000045338	9363
ENSMFAG00000045339	9352
ENSMFAG00000045346	65337
ENSMFAG00000045354	75397
ENSMFAG00000045358	21196
ENSMFAG00000045359	36914
ENSMFAG00000045361	25562
ENSMFAG00000045380	63166
ENSMFAG00000045388	53897
ENSMFAG00000045394	60955
ENSMFAG00000045407	85510
ENSMFAG00000045410	3790
ENSMFAG00000045419	71266
ENSMFAG00000045427	96042
ENSMFAG00000045431	83845
ENSMFAG00000045436	90489
ENSMFAG00000045438	26918
ENSMFAG00000045454	84312
ENSMFAG00000045474	13816
ENSMFAG00000045477	19794
ENSMFAG00000045478	87643
ENSMFAG00000045484	87407
ENSMFAG00000045494	99950
ENSMFAG00000045500	73542
ENSMFAG00000045515	29884
ENSMFAG00000045523	23375
ENSMFAG00000045527	29578
ENSMFAG00000045532	9648
ENSMFAG00000045535	46187
ENSMFAG00000045536	551
ENSMFAG00000045541	73368
ENSMFAG00000045546	79437
ENSMFAG00000045548	85565
ENSMFAG00000045551	15633
ENSMFAG00000045558	80642
ENSMFAG00000045571	33759
ENSMFAG00000045574	24168
ENSMFAG00000045596	87483
ENSMFAG00000045600	5789
ENSMFAG00000045607	51127
ENSMFAG00000045619	38631
ENSMFAG00000045622	15397
ENSMFAG00000045634	16277
ENSMFAG00000045635	32016
ENSMFAG00000045640	84295
ENSMFAG00000045641	13411
ENSMFAG00000045643	7532
ENSMFAG00000045648	88183
ENSMFAG00000045663	64756
ENSMFAG00000045673	29199
ENSMFAG00000045675	29087
ENSMFAG00000045681	82695
ENSMFAG00000045684	16875
ENSMFAG00000045685	28468
ENSMFAG00000045688	13159
ENSMFAG00000045696	35449
ENSMFAG00000045698	13600
ENSMFAG00000045700	70029
ENSMFAG00000045702	59282
ENSMFAG00000045703	20108
ENSMFAG00000045704	47688
ENSMFAG00000045705	21902
ENSMFAG00000045706	92321
ENSMFAG00000045710	63628
ENSMFAG00000045711	2680
ENSMFAG00000045712	6961
ENSMFAG00000045720	28116
ENSMFAG00000045742	73433
ENSMFAG00000045753	91285
ENSMFAG00000045754	52309
ENSMFAG00000045755	98079
ENSMFAG00000045767	28860
ENSMFAG00000045774	45254
ENSMFAG00000045775	18168
ENSMFAG00000045776	29371
ENSMFAG00000045778	46158
ENSMFAG00000045785	75000
ENSMFAG00000045787	87910
ENSMFAG00000045796	90022
ENSMFAG00000045798	55467
ENSMFAG00000045805	50566
ENSMFAG00000045810	57562
ENSMFAG00000045818	30865
ENSMFAG00000045819	83419
ENSMFAG00000045821	41206
ENSMFAG00000045827	13901
ENSMFAG00000045829	58054
ENSMFAG00000045832	83526
ENSMFAG00000045839	48912
ENSMFAG00000045844	14078
ENSMFAG00000045850	20743
ENSMFAG00000045860	95286
ENSMFAG00000045862	31486
ENSMFAG00000045870	99147
ENSMFAG00000045874	6832
ENSMFAG00000045877	79347
ENSMFAG00000045879	25273
ENSMFAG00000045887	47001
ENSMFAG00000045894	55442
ENSMFAG00000045904	65266
ENSMFAG00000045909	41100
ENSMFAG00000045913	21572
ENSMFAG00000045921	84121
ENSMFAG00000045925	75701
ENSMFAG00000045926	72438
ENSMFAG00000045927	70323
ENSMFAG00000045928	38912
ENSMFAG00000045934	60218
ENSMFAG00000045945	44340
ENSMFAG00000045948	88861
ENSMFAG00000045956	43259
ENSMFAG00000045959	84302
ENSMFAG00000045963	31398
ENSMFAG00000045975	43231
ENSMFAG00000045977	42026
ENSMFAG00000045985	76627
ENSMFAG00000046000	87370
ENSMFAG00000046003	54075
ENSMFAG00000046006	20915
ENSMFAG00000046007	57587
ENSMFAG00000046010	1839
ENSMFAG00000046014	27678
ENSMFAG00000046017	95589
ENSMFAG00000046029	25549
ENSMFAG00000046031	70544
ENSMFAG00000046036	47099
ENSMFAG00000046039	50531
ENSMFAG00000046044	17393
ENSMFAG00000046048	73694
ENSMFAG00000046050	79673
ENSMFAG00000046052	62398
ENSMFAG00000046058	90655
ENSMFAG00000046065	73562
ENSMFAG00000046072	2955
ENSMFAG00000046073	27240
ENSMFAG00000046078	71448
ENSMFAG00000046103	55582
ENSMFAG00000046107	26453
ENSMFAG00000046109	79860
ENSMFAG00000046110	74273
ENSMFAG00000046111	59503
ENSMFAG00000046121	52868
ENSMFAG00000046124	20405
ENSMFAG00000046125	50700
ENSMFAG00000046130	43319
ENSMFAG00000046134	76339
ENSMFAG00000046137	53024
ENSMFAG00000046138	15685
ENSMFAG00000046140	45579
ENSMFAG00000046141	35347
ENSMFAG00000046145	60678
ENSMFAG00000046159	71873
ENSMFAG00000046163	87359
ENSMFAG00000046178	62156
ENSMFAG00000046180	16431
ENSMFAG00000046188	91330
ENSMFAG00000046193	40999
ENSMFAG00000046195	71192
ENSMFAG00000046202	36400
ENSMFAG00000046206	36791
ENSMFAG00000046207	87904
ENSMFAG00000046227	66560
ENSMFAG00000046228	30916
ENSMFAG00000046234	34835
ENSMFAG00000046235	2277
ENSMFAG00000046236	45761
ENSMFAG00000046240	291
ENSMFAG00000046241	13082
ENSMFAG00000046245	24315
ENSMFAG00000046260	84718
ENSMFAG00000046263	19870
ENSMFAG00000046277	32270
ENSMFAG00000046282	4819
ENSMFAG00000046286	56484
ENSMFAG00000046298	32535
ENSMFAG00000046300	51236
ENSMFAG00000046303	94435
ENSMFAG00000046312	20737
ENSMFAG00000046314	37375
ENSMFAG00000046318	51837
ENSMFAG00000046323	70087
ENSMFAG00000046334	17114
ENSMFAG00000046338	1764
ENSMFAG00000046351	77342
ENSMFAG00000046356	1539
ENSMFAG00000046368	10189
ENSMFAG00000046370	10436
ENSMFAG00000046373	99156
ENSMFAG00000046377	90819
ENSMFAG00000046386	6906
ENSMFAG00000046387	13320
ENSMFAG00000046392	88142
ENSMFAG00000046409	71774
ENSMFAG00000046429	91465
ENSMFAG00000046430	24075
ENSMFAG00000046431	44269
ENSMFAG00000046432	62129
ENSMFAG00000046433	35938
ENSMFAG00000046434	9799
ENSMFAG00000046435	41620
ENSMFAG00000046436	49591
ENSMFAG00000046437	85724
ENSMFAG00000046438	146
ENSMFAG00000046439	57267
ENSMFAG00000046440	9193
ENSMFAG00000046441	21505
ENSMFAG00000046442	77262
ENSMFAG00000046443	52957
ENSMFAG00000046444	22699
ENSMFAG00000046445	55617
ENSMFAG00000046446	43614
ENSMFAG00000046447	97647
ENSMFAG00000046448	96974
ENSMFAG00000046449	42886
ENSMFAG00000046450	96677
ENSMFAG00000046452	9726
ENSMFAG00000046453	87919
ENSMFAG00000046454	70616
ENSMFAG00000046455	6618
ENSMFAG00000046456	13442
ENSMFAG00000046457	78211
ENSMFAG00000046458	3818
ENSMFAG00000046459	34493
ENSMFAG00000046460	7619
ENSMFAG00000046461	40115
ENSMFAG00000046462	50699
ENSMFAG00000046463	90170
ENSMFAG00000046464	23648
ENSMFAG00000046466	32175
ENSMFAG00000046467	48589
ENSMFAG00000046469	48406
ENSMFAG00000046470	45552
ENSMFAG00000046471	63733
ENSMFAG00000046472	1909
ENSMFAG00000046473	79602
ENSMFAG00000046474	66158
ENSMFAG00000046475	4397
ENSMFAG00000046476	20457
ENSMFAG00000046477	2174
ENSMFAG00000046479	78511
ENSMFAG00000046480	38879
ENSMFAG00000046481	91902
ENSMFAG00000046484	46975
ENSMFAG00000046485	16870
ENSMFAG00000046486	26749
ENSMFAG00000046487	43965
ENSMFAG00000046488	12197
ENSMFAG00000046489	44591
ENSMFAG00000046490	57340
ENSMFAG00000046491	94431
ENSMFAG00000046492	32500
ENSMFAG00000046493	67050
ENSMFAG00000046494	89798
ENSMFAG00000046495	88363
ENSMFAG00000046496	77970
ENSMFAG00000046497	62563
ENSMFAG00000046498	95258
ENSMFAG00000046499	60365
ENSMFAG00000046500	37970
ENSMFAG00000046501	93440
ENSMFAG00000046502	98276
ENSMFAG00000046503	63742
