gene_symbol	logCPM
ENSMFAG00000047028	8.276949
ENSMFAG00000047029	8.776955
ENSMFAG00000047030	8.994893
ENSMFAG00000047031	11.071367
ENSMFAG00000047032	5.043478
ENSMFAG00000047033	7.37116
ENSMFAG00000047034	1.684899
ENSMFAG00000047035	1.907336
ENSMFAG00000047036	4.364035
ENSMFAG00000047037	11.75291
ENSMFAG00000047038	3.573655
ENSMFAG00000047039	3.660467
ENSMFAG00000047041	1.121509
ENSMFAG00000047043	11.458333
ENSMFAG00000047044	7.839236
ENSMFAG00000047045	10.516389
ENSMFAG00000047046	1.660797
ENSMFAG00000047047	6.271766
ENSMFAG00000047048	4.42739
ENSMFAG00000047049	12.193254
ENSMFAG00000047050	5.845645
ENSMFAG00000047052	1.249637
ENSMFAG00000047053	3.78508
ENSMFAG00000047054	2.426105
ENSMFAG00000047056	9.312706
ENSMFAG00000047057	5.964651
ENSMFAG00000047059	5.571031
ENSMFAG00000047060	5.727585
ENSMFAG00000047061	10.844321
ENSMFAG00000047062	0.54092
ENSMFAG00000047063	4.013878
ENSMFAG00000047064	9.04247
ENSMFAG00000047066	2.892868
ENSMFAG00000047068	7.7686
ENSMFAG00000047069	2.431809
ENSMFAG00000047070	11.131808
ENSMFAG00000047072	9.970003
ENSMFAG00000047073	9.394137
ENSMFAG00000047074	4.032743
ENSMFAG00000047075	6.986572
ENSMFAG00000047076	5.300721
ENSMFAG00000047077	11.261367
ENSMFAG00000047078	10.8615
ENSMFAG00000047079	9.572388
ENSMFAG00000047080	2.584913
ENSMFAG00000047081	4.878694
ENSMFAG00000047083	10.508562
ENSMFAG00000047084	10.57406
ENSMFAG00000047086	10.639986
ENSMFAG00000047087	3.12364
ENSMFAG00000047088	3.41023
ENSMFAG00000047089	10.6571
ENSMFAG00000047090	10.497747
ENSMFAG00000047092	0.33093
ENSMFAG00000047094	9.571441
ENSMFAG00000047095	10.394467
ENSMFAG00000047096	6.460192
ENSMFAG00000047097	8.31576
ENSMFAG00000047098	5.29986
ENSMFAG00000047100	4.194293
ENSMFAG00000047103	2.057858
ENSMFAG00000047105	4.725745
ENSMFAG00000047106	3.530563
ENSMFAG00000047107	2.619605
ENSMFAG00000047108	7.535954
ENSMFAG00000047109	4.92764
ENSMFAG00000047111	4.353281
ENSMFAG00000047112	5.00933
ENSMFAG00000047113	7.546055
ENSMFAG00000047114	5.642192
ENSMFAG00000047115	8.966405
ENSMFAG00000047116	4.530982
ENSMFAG00000047118	11.641287
ENSMFAG00000047121	7.486509
ENSMFAG00000047122	9.791618
ENSMFAG00000047123	6.958171
ENSMFAG00000047124	1.163753
ENSMFAG00000047125	8.769451
ENSMFAG00000047126	0.5362
ENSMFAG00000047127	0.395376
ENSMFAG00000047128	5.332083
ENSMFAG00000047130	1.272672
ENSMFAG00000047131	11.527926
ENSMFAG00000047133	3.927905
ENSMFAG00000047134	9.627788
ENSMFAG00000047136	0.342333
ENSMFAG00000047138	5.666309
ENSMFAG00000047139	8.944447
ENSMFAG00000047140	10.953069
ENSMFAG00000047141	10.208061
ENSMFAG00000047142	10.903835
ENSMFAG00000047143	2.544414
ENSMFAG00000047144	9.761498
ENSMFAG00000047147	0.256441
ENSMFAG00000047148	11.923297
ENSMFAG00000047149	3.317569
ENSMFAG00000047151	12.070061
ENSMFAG00000047152	0.404669
ENSMFAG00000047153	2.465562
ENSMFAG00000047154	4.898052
ENSMFAG00000047155	2.73286
ENSMFAG00000047156	3.931031
ENSMFAG00000047157	2.898265
ENSMFAG00000047158	8.167131
ENSMFAG00000047159	5.388607
ENSMFAG00000047160	6.708538
ENTHD1	4.7739
ENTPD1	11.587536
ENTPD2	8.911266
ENTPD3	0.951076
ENTPD4	10.762934
ENTPD5	1.283258
ENTPD6	2.036713
ENTPD7	9.155582
ENTPD8	9.777208
ENTR1	1.934055
EOGT	4.6605
EOMES	0.779963
EP300	1.654531
EP400	0.438631
EPAS1	3.191362
EPB41	9.792029
EPB41L1	2.84483
EPB41L2	9.097779
EPB41L3	3.18006
EPB41L4A	5.042603
EPB41L4B	2.437203
EPB41L5	6.315695
EPB42	4.974149
EPC1	2.446551
EPC2	11.140502
EPCAM	10.529481
EPDR1	7.2511
EPG5	7.630388
EPGN	1.245762
EPHA1	9.934739
EPHA2	4.715799
EPHA3	5.333552
EPHA4	4.705617
EPHA5	6.285333
EPHA6	1.526385
EPHA7	1.923127
EPHA8	10.037937
EPHB1	8.760182
EPHB3	8.336693
EPHB4	11.294467
EPHB6	1.29447
EPHX1	4.083098
EPHX2	6.896675
EPHX3	6.99328
EPHX4	0.382904
EPM2A	12.214008
EPM2AIP1	9.8538
EPN1	6.433168
EPN2	9.451114
EPN3	5.311613
EPO	7.640336
EPOP	10.52027
EPOR	3.188284
EPRS	8.572091
EPS15	0.650958
EPS15L1	8.583702
EPS8	10.00458
EPS8L1	7.708324
EPS8L2	0.927876
EPSTI1	0.76655
EPX	8.695229
EPYC	11.609819
EQTN	8.654565
ERAL1	2.155949
ERAP1	11.711124
ERAP2	0.796171
ERAS	9.894863
ERBB2	0.82505
ERBB3	2.993815
ERBB4	5.705088
ERBIN	1.099375
ERC1	4.40019
ERC2	11.405614
ERCC1	7.203343
ERCC2	4.908628
ERCC3	3.031571
ERCC4	7.258359
ERCC6	11.533361
ERCC6L	4.55561
ERCC8	12.246537
EREG	4.232015
ERF	2.670877
ERFE	5.19535
ERG	0.898987
ERG28	8.777251
ERGIC1	11.193978
ERGIC2	4.994278
ERGIC3	11.418357
ERH	12.006827
ERI1	10.377617
ERI2	8.549323
ERI3	4.865999
ERICH1	4.476582
ERICH2	3.888912
ERICH3	6.156877
ERICH4	10.377574
ERICH5	3.576153
ERICH6	0.408544
ERICH6B	11.772325
ERLEC1	9.983764
ERLIN1	1.944773
ERLIN2	9.321255
ERMAP	9.437336
ERMARD	7.517
ERMN	7.343855
ERMP1	11.438905
ERN1	0.341735
ERN2	6.128404
ERO1A	2.468583
ERO1B	11.658413
ERP27	7.577392
ERP29	6.101613
ERP44	7.525337
ERRFI1	11.119641
ERVFRD-1	1.744804
ESAM	11.304165
ESCO1	8.312562
ESCO2	7.243069
ESF1	11.259577
ESM1	1.402296
ESPL1	3.366411
ESPN	10.862181
ESPNL	1.559225
ESR1	11.248538
ESR2	7.169694
ESRP1	0.308789
ESRP2	10.071625
ESRRA	9.487855
ESRRB	0.542719
ESRRG	3.212756
ESS2	11.239325
ESYT1	2.222215
ESYT2	12.144332
ESYT3	3.65986
ETAA1	3.099429
ETF1	11.767107
ETFA	4.733704
ETFB	4.433432
ETFBKMT	12.136647
ETFDH	6.132999
ETFRF1	10.195836
ETHE1	5.380382
ETNK1	10.767383
ETNK2	2.969022
ETNPPL	3.267169
ETS1	4.935539
ETS2	9.229982
ETV1	5.17106
ETV2	1.971927
ETV3	5.152519
ETV3L	10.902049
ETV4	2.033948
ETV5	2.941768
ETV6	5.410252
ETV7	4.703574
EVA1A	7.910258
EVA1B	0.522595
EVA1C	3.712157
EVC	7.55544
EVC2	3.718124
EVI5	0.889116
EVI5L	4.078628
EVL	6.079837
EVPL	2.24037
EWSR1	8.943681
EXD1	12.195465
EXD2	6.613314
EXD3	3.468913
EXO1	5.785579
EXO5	3.033052
EXOC1	5.102662
EXOC1L	11.293318
EXOC2	12.039733
EXOC3	5.014517
EXOC3L1	9.627123
EXOC3L2	6.638588
EXOC3L4	7.716878
EXOC4	1.738529
EXOC5	9.607934
EXOC6	8.534577
EXOC6B	1.382408
EXOC7	2.511052
EXOC8	0.867142
EXOG	8.882948
EXOSC1	0.840173
EXOSC10	7.917111
EXOSC3	2.772463
EXOSC4	10.328456
EXOSC5	7.222529
EXOSC6	0.79269
EXOSC7	1.853976
EXOSC8	11.373045
EXOSC9	10.929903
EXPH5	4.423439
EXT1	7.179756
EXT2	6.310445
EXTL1	0.39447
EXTL2	7.226007
EXTL3	10.292283
EYA1	11.720825
EYA2	4.935755
EYA3	8.928904
EYA4	3.90648
EYS	1.763456
EZH1	5.384091
EZH2	3.244632
EZR	11.418169
F10	11.218184
F11R	3.344368
F12	8.025549
F13A1	7.752008
F2	3.016079
F2R	1.645609
F2RL1	0.938559
F2RL2	10.836593
F2RL3	8.586685
F3	2.559215
F5	0.762558
F7	3.819613
F8	11.24209
FA2H	6.628926
FAAH	3.953789
FAAH2	3.372128
FAAP100	7.801615
FABP1	0.28008
FABP3	9.414365
FABP5	1.664036
FABP6	1.661554
FABP7	4.020781
FADD	5.822097
FADS1	3.102248
FADS2	4.140925
FADS3	8.962154
FAF1	9.113925
FAF2	4.838828
FAH	2.54552
FAHD1	8.833702
FAHD2A	6.064951
FAHD2B	1.873745
FAIM	1.893918
FAIM2	8.975871
FAM102A	11.99323
FAM102B	11.936734
FAM104A	7.897271
FAM104B	0.913791
FAM107A	9.371658
FAM107B	3.315209
FAM110A	1.363662
FAM110B	3.237798
FAM110C	2.806567
FAM110D	1.347614
FAM111A	3.307087
FAM111B	0.339871
FAM114A1	11.713497
FAM114A2	5.865863
FAM117B	4.49028
FAM118A	1.997089
FAM118B	3.201197
FAM120A	6.118874
FAM120AOS	3.439112
FAM120B	1.898016
FAM120C	9.959109
FAM122A	5.826044
FAM122B	11.606027
FAM122C	8.827782
FAM124A	10.408313
FAM124B	7.899503
FAM126A	11.16263
FAM126B	4.198764
FAM129A	1.974409
FAM129B	5.5491
FAM129C	4.573671
FAM131A	11.531539
FAM131B	0.460513
FAM133A	2.704877
FAM135A	8.121228
FAM135B	3.006418
FAM136A	6.348235
FAM13A	5.104181
FAM13B	11.370388
FAM13C	8.088774
FAM149A	7.316329
FAM149B1	5.029225
FAM151A	4.363253
FAM151B	0.558161
FAM155A	4.752692
FAM155B	8.544745
FAM160A1	4.194082
FAM160A2	3.10983
FAM160B1	11.879673
FAM160B2	3.903367
FAM161A	6.880371
FAM161B	11.261467
FAM162A	4.663892
FAM162B	12.060233
FAM163A	7.408523
FAM163B	3.891803
FAM166A	1.713679
FAM166B	3.808429
FAM167A	0.897978
FAM167B	6.112169
FAM168A	3.860829
FAM168B	8.981957
FAM169A	6.649254
FAM170A	11.305577
FAM170B	7.1548
FAM171A1	3.421671
FAM171A2	11.759637
FAM171B	12.147661
FAM172A	0.994637
FAM173A	3.837136
FAM174A	8.393043
FAM174B	5.40712
FAM177B	11.81468
FAM178B	1.107383
FAM180A	9.453789
FAM180B	1.989204
FAM181A	5.175632
FAM181B	5.834503
FAM183A	0.870608
FAM184A	2.070965
FAM184B	10.289229
FAM185A	11.9716
FAM186A	9.983243
FAM186B	2.803125
FAM187A	11.170428
FAM187B	0.921766
FAM189A1	6.537411
FAM189A2	5.339662
FAM193A	1.711591
FAM193B	5.288457
FAM199X	5.699791
FAM200A	11.092642
FAM200B	8.27028
FAM204A	7.427121
FAM205A	8.609285
FAM205C	4.392432
FAM207A	12.120828
FAM20A	0.539076
FAM20B	1.369384
FAM20C	9.957389
FAM210B	11.057371
FAM214A	2.28642
FAM214B	6.772155
FAM216A	11.586998
FAM216B	1.395044
FAM217A	10.586449
FAM217B	6.99158
FAM218A	0.894287
FAM219A	5.815237
FAM219B	10.59747
FAM220A	1.852974
FAM221A	5.513297
FAM221B	1.78088
FAM222A	12.228608
FAM222B	9.886035
FAM227A	4.915478
FAM227B	5.43355
FAM228A	12.220094
FAM229A	10.557275
FAM229B	2.600633
FAM234A	2.26944
FAM234B	2.306479
FAM237A	10.719922
FAM240C	0.944759
FAM241A	8.418662
FAM241B	10.759987
FAM24A	2.299201
FAM24B	5.486015
FAM32A	2.681561
FAM3A	10.447013
FAM3B	3.031981
FAM3C	10.73951
FAM3D	4.506325
FAM43A	4.895123
FAM47A	3.248677
FAM47C	6.383865
FAM49A	11.676414
FAM49B	4.685715
FAM50A	1.109698
FAM50B	0.543324
FAM53A	1.432924
FAM53B	7.10814
FAM53C	11.853255
FAM57A	3.662259
FAM57B	2.181335
FAM71C	11.365659
FAM71D	0.689638
FAM71F1	1.970062
FAM76A	9.658811
FAM76B	10.766136
FAM78A	12.207703
FAM78B	6.951755
FAM81A	2.192725
FAM81B	8.845558
FAM83A	9.442367
FAM83B	5.074718
FAM83C	6.240568
FAM83D	9.439978
FAM83E	11.914735
FAM83F	3.901291
FAM83G	5.285126
FAM83H	3.830588
FAM89A	5.157734
FAM89B	1.940561
FAM8A1	9.066598
FAM91A1	11.318451
FAM92A	11.117252
FAM92B	4.76779
FAM98A	5.439748
FAM98B	6.701732
FAM98C	3.399512
FAM9A	5.37441
FAM9B	5.828766
FAM9C	4.996625
FAN1	7.729647
FANCA	4.495235
FANCB	1.302923
FANCC	7.296636
FANCD2	2.229437
FANCE	9.253865
FANCG	2.644302
FANCI	10.302597
FANCL	4.859198
FANCM	6.778708
FANK1	3.458132
FAP	6.122791
FAR1	3.045477
FAR2	5.773899
FARP1	10.382564
FARP2	4.198931
FARS2	9.456883
FARSA	4.211022
FARSB	9.448081
FAS	0.520423
FASLG	9.365418
FASN	3.87038
FASTK	12.019191
FASTKD1	3.283929
FASTKD2	6.377707
FASTKD3	2.616092
FAT1	4.057154
FAT2	11.822665
FAT3	7.860997
FAT4	2.919128
FATE1	3.773536
FAU	8.041261
FAXC	10.017745
FAXDC2	11.627918
FBF1	7.911531
FBL	11.770364
FBLIM1	5.303738
FBLL1	3.275718
FBLN1	3.187365
FBLN2	5.552102
FBLN5	1.805896
FBLN7	0.54658
FBN2	9.676525
FBN3	0.283224
FBP1	9.170588
FBP2	1.610713
FBRS	7.24501
FBXL12	6.393261
FBXL13	12.12356
FBXL14	1.920678
FBXL15	9.907397
FBXL16	5.398005
FBXL17	2.116899
FBXL18	1.625402
FBXL19	10.801959
FBXL2	6.645286
FBXL20	5.606869
FBXL22	4.359531
FBXL3	0.355456
FBXL4	9.905909
FBXL5	0.895197
FBXL6	6.469456
FBXL7	8.86457
FBXO10	11.699657
FBXO11	4.745901
FBXO15	1.737997
FBXO16	0.405615
FBXO2	5.558542
FBXO21	3.593143
FBXO22	5.352132
FBXO24	5.530682
FBXO25	1.941132
FBXO27	7.159744
FBXO28	11.229803
FBXO3	5.098584
FBXO30	8.025682
FBXO31	12.247305
FBXO32	5.079729
FBXO33	10.128632
FBXO34	9.033032
FBXO36	0.963288
FBXO38	4.448735
FBXO39	11.751635
FBXO4	6.970426
FBXO40	11.932888
FBXO41	5.896825
FBXO42	8.331548
FBXO43	8.782508
FBXO45	1.318395
FBXO46	7.813496
FBXO47	3.671523
FBXO48	10.476178
FBXO5	10.036735
FBXO6	0.731692
FBXO7	5.885227
FBXO8	3.910766
FBXO9	4.872477
FBXW11	6.924252
FBXW12	1.427574
FBXW2	8.316378
FBXW4	11.445481
FBXW5	8.432016
FBXW7	0.936161
FBXW8	3.667664
FBXW9	11.090819
FCAMR	10.468781
FCAR	2.183331
FCER1G	10.183406
FCER2	4.912817
FCGR1A	5.510971
FCGR2B	1.695695
FCGRT	4.508514
FCHO1	6.063929
FCHO2	4.325764
FCHSD1	0.91096
FCHSD2	2.741028
FCMR	9.821692
FCN3	4.889465
FCRL1	4.449905
FCRL3	6.187567
FCRL4	11.349119
FCRL5	2.538245
FCRL6	3.758066
FCRLA	6.632645
FCRLB	11.951284
FCSK	5.8754
FDFT1	4.747614
FDX1	10.174597
FDXACB1	1.941048
FDXR	0.557962
FECH	1.266374
FEM1A	9.03126
FEM1B	11.627644
FEM1C	10.562923
FEN1	7.330395
FER	7.01595
FER1L5	2.890336
FER1L6	4.455274
FERD3L	1.917334
FERMT1	0.768628
FERMT2	2.381151
FERMT3	10.965355
FES	8.391686
FETUB	11.770412
FEV	5.260195
FEZ1	3.530967
FEZ2	2.589068
FEZF1	11.253282
FEZF2	1.240384
FFAR1	4.886169
FFAR2	10.869516
FFAR4	8.947278
FGB	3.154816
FGD1	4.168416
FGD2	5.006666
FGD3	2.957522
FGD4	3.671656
FGD5	3.038465
FGD6	8.909898
FGF1	4.244443
FGF10	11.742328
FGF11	0.825148
FGF12	0.509617
FGF13	1.589877
FGF14	7.361398
FGF16	6.400741
FGF17	1.267547
FGF18	4.180628
FGF2	1.961593
FGF20	10.863885
FGF22	9.941836
FGF23	8.22419
FGF5	2.553635
FGF6	7.262059
FGF7	8.58517
FGF8	1.813263
FGF9	3.30068
FGFR1	2.493472
FGFR1OP	11.018639
FGFR1OP2	0.95229
FGFR2	9.076721
FGFR3	11.358305
FGFR4	11.881294
FGFRL1	9.54028
FGGY	8.400397
FGL1	2.486257
FGL2	4.351423
FGR	3.084267
FH	3.79104
FHAD1	3.823587
FHDC1	5.060433
FHIT	3.782933
FHL1	3.757766
FHL2	9.702414
FHL3	8.585374
FHL5	9.362581
FHOD1	1.642672
FHOD3	2.930969
FIBCD1	11.986265
FIBP	0.988399
FICD	4.492952
FIG4	3.96062
FIGN	10.122144
FIGNL2	8.101224
FILIP1	10.22918
FILIP1L	9.706462
FIP1L1	3.263209
FIS1	11.95403
FITM1	3.746869
FITM2	7.920607
FIZ1	2.109357
FJX1	1.346995
FKBP10	7.021842
FKBP11	10.075636
FKBP14	8.232079
FKBP15	10.092845
FKBP1A	7.897983
FKBP1B	4.175271
FKBP3	3.594635
FKBP4	9.212914
FKBP5	8.939174
FKBP6	11.194901
FKBP7	9.302814
FKBP8	1.592257
FKBP9	8.822045
FKBPL	8.370056
FKRP	10.217614
FKTN	6.690949
FLACC1	7.314763
FLAD1	6.84433
FLCN	1.744158
FLI1	7.561967
FLII	10.96509
FLNA	3.026061
FLNB	5.883502
FLNC	6.944371
FLOT1	0.381945
FLOT2	5.348002
FLRT1	8.348265
FLRT2	11.358988
FLRT3	7.994792
FLT1	5.828271
FLT3	2.900574
FLT3LG	6.34683
FLT4	2.402922
FLVCR1	12.173774
FLVCR2	1.226493
FLYWCH1	9.852408
FLYWCH2	2.950292
FMC1-LUC7L2	8.7928
FMN1	7.514351
FMN2	6.386879
FMNL1	5.753656
FMNL2	3.398985
FMNL3	11.37073
FMO1	7.063692
FMO2	5.574688
FMO3	7.727543
FMO4	2.211821
FMO5	3.203363
FMOD	8.768308
FMR1	8.287827
FN1	1.422589
FN3K	1.618762
FN3KRP	9.71757
FNBP1	4.554768
FNBP1L	7.553862
FNBP4	10.530323
FNDC1	2.937458
FNDC11	10.094695
FNDC3A	10.845399
FNDC3B	10.690034
FNDC4	8.255968
FNDC5	0.547217
FNDC7	1.973143
FNIP1	9.181145
FNIP2	6.679557
FOCAD	11.094382
FOLH1	1.278018
FOLR1	4.599491
FOLR2	10.381568
FOPNL	0.944583
FOS	3.520764
FOSB	5.481498
FOSL1	10.885509
FOSL2	6.360974
FOXA3	12.081861
FOXB1	2.716118
FOXC1	9.706054
FOXC2	10.21042
FOXD2	1.007702
FOXD3	6.453283
FOXD4L1	10.837919
FOXE1	6.662494
FOXF1	3.483701
FOXF2	7.313261
FOXG1	5.240556
FOXH1	9.448109
FOXI3	6.287269
FOXJ1	2.853171
FOXJ2	12.229017
FOXJ3	9.107961
FOXK1	1.942725
FOXK2	6.531881
FOXL1	1.085594
FOXL2	4.005597
FOXL2NB	6.21661
FOXM1	0.84472
FOXN2	7.987608
FOXN3	7.259251
FOXN4	12.117339
FOXO1	3.395702
FOXO3	8.749562
FOXO4	4.794335
FOXO6	8.892877
FOXP1	2.597188
FOXP2	9.143602
FOXP3	4.252236
FOXP4	3.363869
FOXQ1	3.42009
FOXR1	11.35226
FOXRED1	2.308752
FOXRED2	1.764359
FPGS	10.028827
FPR2	2.736611
FRA10AC1	10.640894
FRAS1	12.144663
FRAT1	10.852026
FRAT2	3.930811
FREM1	4.851319
FREM2	4.594176
FREM3	3.07977
FRG1	11.914515
FRK	1.082325
FRMD1	11.555847
FRMD3	5.275635
FRMD4A	2.27371
FRMD4B	4.275884
FRMD5	10.564617
FRMD6	2.766247
FRMD7	1.599657
FRMD8	11.287137
FRMPD1	6.415324
FRMPD2	2.34673
FRMPD3	1.437091
FRMPD4	5.094116
FRRS1	1.434704
FRRS1L	10.254298
FRS2	10.520157
FRS3	2.45694
FRY	8.990421
FRYL	7.17736
FRZB	0.86477
FSCB	9.39075
FSCN1	0.457601
FSCN2	7.648401
FSCN3	10.979144
FSD1	9.054886
FSD1L	2.701966
FSD2	9.663778
FSHB	8.217486
FSHR	3.919058
FSIP1	11.68563
FSIP2	6.315946
FST	0.376102
FSTL1	8.739817
FSTL3	8.956217
FSTL4	11.756425
FSTL5	11.836641
FTCD	7.403072
FTH1	7.254621
FTL	11.762904
FTO	1.850652
FTSJ1	1.464205
FTSJ3	5.943632
FUBP1	2.746974
FUBP3	8.106932
FUCA1	5.840878
FUCA2	9.119083
FUNDC1	7.0508
FUNDC2	0.311997
FUOM	3.023092
FURIN	5.870498
FUS	2.355806
FUT1	9.012596
FUT10	2.595238
FUT11	0.883167
FUT3	7.742566
FUT7	10.998804
FUT8	11.19323
FUT9	8.836154
FUZ	3.87732
FXN	10.955169
FXR1	11.606623
FXR2	8.338323
FXYD1	9.793594
FXYD4	10.31999
FXYD5	7.316667
FXYD6	1.054342
FYB1	7.939413
FYB2	6.115599
FYCO1	9.304555
FYN	8.724911
FYTTD1	4.825704
FZD10	12.223221
FZD2	10.47505
FZD3	7.778224
FZD4	2.300819
FZD5	9.759169
FZD6	3.342878
FZD7	9.724411
FZD8	7.762288
FZD9	3.969864
FZR1	1.697339
G0S2	9.809827
G2E3	9.70337
G3BP1	1.478207
G3BP2	9.031303
G6PC3	5.903138
G6PD	5.644843
GAA	10.625384
GAB1	12.12788
GAB2	3.470727
GAB3	0.581943
GABARAP	0.406074
GABARAPL1	9.978383
GABARAPL2	11.012078
GABBR1	7.735107
GABBR2	8.067902
GABPA	8.765177
GABPB1	0.345999
GABRA1	11.306689
GABRA2	6.652584
GABRA3	10.656489
GABRA4	10.022841
GABRA5	6.418319
GABRA6	3.301166
GABRB1	6.975433
GABRB2	11.626784
GABRB3	11.918063
GABRD	11.830503
GABRE	5.382401
GABRG1	11.172048
GABRG2	8.670012
GABRG3	6.517015
GABRQ	8.651976
GABRR1	3.193212
GABRR2	10.615846
GABRR3	10.668901
GAD1	9.41786
GAD2	2.215294
GADD45A	11.088592
GADD45B	9.080367
GADD45G	10.768471
GADD45GIP1	1.914417
GADL1	9.43164
GAK	1.679356
GAL	11.501995
GAL3ST1	3.908592
GAL3ST2	12.206152
GAL3ST3	8.071258
GAL3ST4	1.039464
GALC	8.739464
GALE	2.978805
GALK1	8.239639
GALK2	8.735231
GALM	11.435268
GALNS	1.598401
GALNT1	1.530239
GALNT10	1.636021
GALNT11	11.641226
GALNT12	6.265836
GALNT13	8.362059
GALNT14	5.032665
GALNT15	1.147015
GALNT16	2.415238
GALNT17	7.589317
GALNT18	0.287268
GALNT2	10.116755
GALNT3	4.697398
GALNT5	5.481485
GALNT6	2.900362
GALNT7	5.307815
GALNT9	4.806943
GALNTL5	1.553906
GALNTL6	5.479055
GALP	5.789389
GALR2	11.350766
GALR3	1.506749
GAMT	1.153659
GAN	1.490646
GANAB	9.017831
GAP43	0.41688
GAPDH	11.216409
GAPDHS	8.707615
GAPVD1	3.978092
GAR1	2.739579
GAREM1	5.769036
GAREM2	6.572792
GARNL3	9.980599
GARS	2.704508
GART	8.08082
GAS1	9.967418
GAS2	9.824837
GAS2L1	0.659291
GAS2L2	1.278182
GAS2L3	10.745584
GAS6	9.77885
GAS8	8.934015
GASK1A	2.245195
GASK1B	4.750906
GAST	3.878099
GATA2	5.296189
GATA3	7.594202
GATA4	8.656251
GATA5	9.462175
GATA6	9.085503
GATAD1	10.465681
GATAD2A	2.850135
GATAD2B	9.199087
GATB	4.916963
GATD1	3.55827
GATM	9.416533
GBA	3.102465
GBA2	1.818852
GBA3	6.963366
GBE1	9.904687
GBF1	10.841365
GBP1	6.798895
GBP2	9.956768
GBP3	7.570825
GBP7	8.810681
GBX1	10.133341
GBX2	8.438028
GCA	5.961834
GCAT	11.632527
GCC1	6.706288
GCC2	4.135121
GCDH	3.911618
GCFC2	3.926844
GCG	11.486713
GCGR	10.320734
GCH1	10.467255
GCHFR	12.213031
GCK	0.363334
GCKR	3.515497
GCLC	6.958215
GCLM	9.75606
GCN1	6.146768
GCNA	12.240044
GCNT1	11.528045
GCNT2	2.573742
GCNT3	4.406514
GCNT4	4.467991
GCNT7	5.67032
GCSAML	8.642216
GDA	10.437324
GDAP1	4.905911
GDAP1L1	10.695378
GDAP2	2.268348
GDE1	8.61684
GDF10	2.674208
GDF11	11.107078
GDF15	4.849999
GDF2	7.205992
GDF5	0.915309
GDF6	0.891148
GDF7	10.492492
GDF9	2.447937
GDI1	11.561038
GDI2	5.298202
GDNF	2.010871
GDPD1	2.466706
GDPD2	4.644599
GDPD3	7.681919
GDPD4	3.451944
GDPD5	6.26993
GEM	4.008794
GEMIN2	6.52592
GEMIN4	6.657958
GEMIN5	1.820461
GEMIN6	5.345843
GEMIN7	6.352279
GEMIN8	11.269135
GEN1	6.318403
GET4	9.644169
GFAP	10.807883
GFER	6.53593
GFI1	8.816482
GFI1B	2.152732
GFM1	8.083561
GFM2	6.037087
GFOD1	10.380947
GFOD2	1.328099
GFPT1	5.214552
GFPT2	7.432559
GFRA1	11.318592
GFRA2	9.681035
GFRA3	4.10507
GFRA4	4.196457
GFRAL	10.260617
GFY	7.10042
GGA1	1.869573
GGA2	6.637958
GGA3	11.806798
GGCX	4.262406
GGH	8.66762
GGN	2.900305
GGNBP2	3.38207
GGPS1	8.041659
GGT6	10.056335
GGT7	2.630772
GHDC	1.030625
GHITM	3.641213
GHR	5.3307
GHRH	9.001774
GHRL	4.941354
GHSR	6.530092
GID4	10.15077
GID8	4.643116
GIGYF1	12.131448
GIGYF2	9.030133
GIMAP2	8.575077
GIMAP4	5.539039
GIMAP6	11.678295
GIMAP7	9.201664
GIMAP8	6.542362
GIN1	10.751321
GINM1	5.209586
GINS1	9.799278
GINS2	12.057871
GINS3	6.523805
GINS4	3.144172
GIPC1	7.247151
GIPC2	10.723259
GIPC3	11.694578
GIPR	7.722778
GIT1	10.47416
GIT2	1.743865
GJA10	4.520521
GJA3	1.944929
GJA5	4.522184
GJA9	8.572058
GJB2	8.097016
GJB5	3.341939
GJB6	0.534342
GJC1	6.235657
GJC2	5.063046
GJC3	7.221991
GJD2	8.038098
GJD3	3.169816
GJD4	1.042923
GK	12.071932
GK5	4.902417
GKAP1	3.70536
GKN2	8.831518
GLA	5.8424
GLB1L	2.236855
GLB1L2	4.328768
GLB1L3	11.513718
GLCCI1	5.858438
GLCE	1.074307
GLDC	7.107236
GLDN	11.489735
GLE1	7.115066
GLG1	3.287423
GLI1	12.101924
GLI2	10.342498
GLI3	0.754159
GLI4	0.982417
GLIPR1	8.651755
GLIPR1L1	9.465863
GLIPR1L2	10.351613
GLIPR2	1.761721
GLIS1	11.981495
GLIS2	5.265924
GLIS3	8.90916
GLMN	6.951224
GLMP	6.206057
GLO1	5.382858
GLOD4	6.732423
GLP1R	9.677866
GLP2R	2.688254
GLRA1	7.847953
GLRA2	10.834154
GLRA3	7.418056
GLRA4	9.479212
GLRB	1.180185
GLRX	6.998342
GLRX2	5.283655
GLRX3	8.246092
GLRX5	3.190959
GLS	2.111368
GLS2	10.048007
GLT1D1	7.018841
GLT6D1	12.080295
GLT8D1	2.991075
GLT8D2	0.739212
GLTP	5.060999
GLTPD2	9.533485
GLUL	2.602365
GLYAT	0.977678
GLYATL1	1.029502
GLYCTK	2.152943
GLYR1	2.990864
GM2A	3.391096
GMCL1	3.186508
GMCL2	4.08082
GMDS	6.815478
GMEB1	2.90609
GMEB2	11.36687
GMFB	9.466627
GMFG	5.110027
GMIP	5.089409
GML	7.628311
GMNC	7.195846
GMNN	6.982752
GMPPA	11.471798
GMPPB	6.08793
GMPR	10.88237
GMPR2	11.440802
GMPS	3.862321
