Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human homology type	Human orthology confidence [0 low, 1 high]
ENSMFAG00000011563	Y_RNA	ENSG00000200170	Y_RNA	ortholog_one2one	1
ENSMFAG00000000773	TMEM253	ENSG00000232070	TMEM253	ortholog_one2one	1
ENSMFAG00000015678	SNORA62	ENSG00000201157	SNORA62	ortholog_one2one	1
ENSMFAG00000002467	USP18	ENSG00000184979	USP18	ortholog_one2one	1
ENSMFAG00000037929	ZFAND4	ENSG00000172671	ZFAND4	ortholog_one2one	1
ENSMFAG00000060293	Metazoa_SRP	ENSG00000278422	RN7SL331P	ortholog_many2many	0
ENSMFAG00000060293	Metazoa_SRP	ENSG00000241588	RN7SL484P	ortholog_many2many	0
ENSMFAG00000060293	Metazoa_SRP	ENSG00000277582	RN7SL428P	ortholog_many2many	0
ENSMFAG00000060293	Metazoa_SRP	ENSG00000278785	Metazoa_SRP	ortholog_many2many	0
ENSMFAG00000040878	ZNF33B	ENSG00000196693	ZNF33B	ortholog_one2one	1
ENSMFAG00000020468	MIR103A2	ENSG00000199024	MIR103A2	ortholog_one2one	1
ENSMFAG00000004355	U6				
ENSMFAG00000062409	Metazoa_SRP				
ENSMFAG00000052693					
ENSMFAG00000056000					
ENSMFAG00000062117					
ENSMFAG00000031186	MTA1	ENSG00000182979	MTA1	ortholog_one2one	1
ENSMFAG00000056877					
ENSMFAG00000015927					
ENSMFAG00000012118					
ENSMFAG00000014694	Metazoa_SRP	ENSG00000240160	RN7SL263P	ortholog_one2one	1
ENSMFAG00000003161					
ENSMFAG00000007156	SH2D4A	ENSG00000104611	SH2D4A	ortholog_one2one	1
ENSMFAG00000040284	OR5AU1	ENSG00000169327	OR5AU1	ortholog_one2one	1
ENSMFAG00000042558	ASCC1	ENSG00000138303	ASCC1	ortholog_one2one	1
ENSMFAG00000046041	MAVS	ENSG00000088888	MAVS	ortholog_one2one	1
ENSMFAG00000037209	U6				
ENSMFAG00000008812		ENSG00000205571	SMN2	ortholog_many2many	0
ENSMFAG00000008812		ENSG00000172062	SMN1	ortholog_many2many	0
ENSMFAG00000053118	Metazoa_SRP				
ENSMFAG00000044725					
ENSMFAG00000042735	AP5S1	ENSG00000125843	AP5S1	ortholog_one2one	1
ENSMFAG00000042023	CRELD2	ENSG00000184164	CRELD2	ortholog_one2one	1
ENSMFAG00000055276					
ENSMFAG00000003532	DHX15	ENSG00000109606	DHX15	ortholog_one2one	1
ENSMFAG00000049797					
ENSMFAG00000061857					
ENSMFAG00000005171	U6	ENSG00000252132	RNU6-795P	ortholog_one2many	1
ENSMFAG00000005171	U6	ENSG00000251783	RNU6-1170P	ortholog_one2many	1
ENSMFAG00000001466	TUBA8	ENSG00000183785	TUBA8	ortholog_one2one	1
ENSMFAG00000051773					
ENSMFAG00000045019	CSGALNACT1	ENSG00000147408	CSGALNACT1	ortholog_one2one	1
ENSMFAG00000064746					
ENSMFAG00000003128	RAB36	ENSG00000100228	RAB36	ortholog_one2one	1
ENSMFAG00000031130	CYB5R3	ENSG00000100243	CYB5R3	ortholog_one2one	1
ENSMFAG00000056917	SLX4IP	ENSG00000149346	SLX4IP	ortholog_one2one	1
ENSMFAG00000048670					
ENSMFAG00000002531					
ENSMFAG00000064552					
ENSMFAG00000040634	ALG12	ENSG00000182858	ALG12	ortholog_one2one	1
ENSMFAG00000063270					
ENSMFAG00000012714	Metazoa_SRP	ENSG00000243005	RN7SL16P	ortholog_one2one	1
ENSMFAG00000065570					
ENSMFAG00000058728					
ENSMFAG00000042465					
ENSMFAG00000006518	SNORA36	ENSG00000200294		ortholog_one2one	1
ENSMFAG00000057802					
ENSMFAG00000020365	SOD3	ENSG00000109610	SOD3	ortholog_one2one	1
ENSMFAG00000051276	Metazoa_SRP				
ENSMFAG00000050311					
ENSMFAG00000052421	Metazoa_SRP	ENSG00000277721	Metazoa_SRP	ortholog_one2many	0
ENSMFAG00000038445	SPOCK2	ENSG00000107742	SPOCK2	ortholog_one2one	1
ENSMFAG00000035907	CRIP2	ENSG00000182809	CRIP2	ortholog_one2one	1
ENSMFAG00000055313					
ENSMFAG00000054266	snoU13				
ENSMFAG00000030976	GDI2	ENSG00000057608	GDI2	ortholog_one2one	1
ENSMFAG00000052507					
ENSMFAG00000049316					
ENSMFAG00000000218	PEX26	ENSG00000215193	PEX26	ortholog_one2one	1
ENSMFAG00000044101	RSPH14	ENSG00000100218	RSPH14	ortholog_one2one	1
ENSMFAG00000050528	Metazoa_SRP				
ENSMFAG00000060831					
ENSMFAG00000037991	MKKS	ENSG00000125863	MKKS	ortholog_one2one	1
ENSMFAG00000029961	ZBED4	ENSG00000100426	ZBED4	ortholog_one2one	1
ENSMFAG00000039395	CRIP1	ENSG00000213145	CRIP1	ortholog_one2one	1
ENSMFAG00000056914					
ENSMFAG00000060176	U7	ENSG00000275635	U7	ortholog_one2one	1
ENSMFAG00000065750		ENSG00000179172	HNRNPCL1	ortholog_one2many	0
ENSMFAG00000065750		ENSG00000277058	HNRNPCL3	ortholog_one2many	0
ENSMFAG00000065750		ENSG00000275774	HNRNPCL2	ortholog_one2many	0
ENSMFAG00000065750		ENSG00000179412	HNRNPCL4	ortholog_one2many	0
ENSMFAG00000051519	Metazoa_SRP				
ENSMFAG00000011506	Y_RNA	ENSG00000200448	Y_RNA	ortholog_one2one	1
ENSMFAG00000054921					
ENSMFAG00000012950	Metazoa_SRP	ENSG00000283438	Metazoa_SRP	ortholog_one2one	1
ENSMFAG00000017693	U4				
ENSMFAG00000028669	TRIOBP	ENSG00000100106	TRIOBP	ortholog_one2one	1
ENSMFAG00000001297		ENSG00000099290	WASHC2A	ortholog_one2many	1
ENSMFAG00000001297		ENSG00000172661	WASHC2C	ortholog_one2many	1
ENSMFAG00000057757					
ENSMFAG00000052141	U4				
ENSMFAG00000057831					
ENSMFAG00000030432	A4GALT	ENSG00000128274	A4GALT	ortholog_one2one	1
ENSMFAG00000039216	INTS10	ENSG00000104613	INTS10	ortholog_one2one	1
ENSMFAG00000042580	CCDC149	ENSG00000181982	CCDC149	ortholog_one2one	1
ENSMFAG00000052145					
ENSMFAG00000050204					
ENSMFAG00000045950	GNAZ	ENSG00000128266	GNAZ	ortholog_one2one	1
ENSMFAG00000049971					
ENSMFAG00000050884					
ENSMFAG00000052331					
ENSMFAG00000057399					
ENSMFAG00000001545	CDC25B	ENSG00000101224	CDC25B	ortholog_one2one	1
ENSMFAG00000004704	U12	ENSG00000276027	RNU12	ortholog_one2one	1
ENSMFAG00000048770					
ENSMFAG00000050362	Metazoa_SRP				
ENSMFAG00000042322	ANKRD16	ENSG00000134461	ANKRD16	ortholog_one2one	1
ENSMFAG00000047998					
ENSMFAG00000051770					
ENSMFAG00000055081					
ENSMFAG00000051890	Metazoa_SRP				
ENSMFAG00000063998	CHST3	ENSG00000122863	CHST3	ortholog_one2one	1
ENSMFAG00000030538	BRD1	ENSG00000100425	BRD1	ortholog_one2one	1
ENSMFAG00000043836	TEDC1	ENSG00000185347	TEDC1	ortholog_one2one	1
ENSMFAG00000030520	IGLV4-69	ENSG00000211637	IGLV4-69	ortholog_one2one	1
ENSMFAG00000054770					
ENSMFAG00000002672		ENSG00000242616	GNG10	ortholog_one2many	0
ENSMFAG00000001839		ENSG00000211675	IGLC1	ortholog_many2many	0
ENSMFAG00000001839		ENSG00000254709	IGLL5	ortholog_many2many	0
ENSMFAG00000063905					
ENSMFAG00000054679					
ENSMFAG00000047935					
ENSMFAG00000050415					
ENSMFAG00000064964					
ENSMFAG00000052892					
ENSMFAG00000057414					
ENSMFAG00000044670	POLDIP3	ENSG00000100227	POLDIP3	ortholog_one2one	1
ENSMFAG00000006832	NOL12	ENSG00000273899	NOL12	ortholog_one2one	1
ENSMFAG00000024909	IGLV6-57	ENSG00000211640	IGLV6-57	ortholog_one2one	1
ENSMFAG00000065657					
ENSMFAG00000060909	Metazoa_SRP				
ENSMFAG00000035795	FBH1	ENSG00000134452	FBH1	ortholog_one2one	1
ENSMFAG00000047952	U6	ENSG00000207071	RNU6-1207P	ortholog_one2many	0
ENSMFAG00000047952	U6	ENSG00000200645	RNU6-1210P	ortholog_one2many	1
ENSMFAG00000026321	IGLV10-54	ENSG00000211642	IGLV10-54	ortholog_one2one	1
ENSMFAG00000036970	LGI2	ENSG00000153012	LGI2	ortholog_one2one	1
ENSMFAG00000004014		ENSG00000092200	RPGRIP1	ortholog_one2one	0
ENSMFAG00000064391					
ENSMFAG00000026332	IGLV11-55	ENSG00000211641	IGLV11-55	ortholog_one2one	1
ENSMFAG00000001652	SNAP25	ENSG00000132639	SNAP25	ortholog_one2one	1
ENSMFAG00000062959					
ENSMFAG00000036985	PDXP	ENSG00000241360	PDXP	ortholog_one2one	1
ENSMFAG00000055904					
ENSMFAG00000057842					
ENSMFAG00000003563					
ENSMFAG00000058548					
ENSMFAG00000039683		ENSG00000243156	MICAL3	ortholog_one2one	0
ENSMFAG00000050874					
ENSMFAG00000047608					
ENSMFAG00000058003	Metazoa_SRP				
ENSMFAG00000003516	SEPSECS	ENSG00000109618	SEPSECS	ortholog_one2one	1
ENSMFAG00000065648					
ENSMFAG00000059611					
ENSMFAG00000061698					
ENSMFAG00000057920					
ENSMFAG00000057307	Metazoa_SRP	ENSG00000241333	RN7SL385P	ortholog_one2one	1
ENSMFAG00000007795	IGLV8-61	ENSG00000211638	IGLV8-61	ortholog_one2many	1
ENSMFAG00000051273					
ENSMFAG00000031672					
ENSMFAG00000031057	PSAP	ENSG00000197746	PSAP	ortholog_one2one	1
ENSMFAG00000006772	U7				
ENSMFAG00000053430					
ENSMFAG00000002578	VPREB1	ENSG00000169575	VPREB1	ortholog_one2one	1
ENSMFAG00000054104					
ENSMFAG00000056175					
ENSMFAG00000033348	SERHL2	ENSG00000183569	SERHL2	ortholog_one2many	1
ENSMFAG00000047617					
ENSMFAG00000037513					
ENSMFAG00000063102		ENSG00000211675	IGLC1	ortholog_many2many	0
ENSMFAG00000063102		ENSG00000254709	IGLL5	ortholog_many2many	0
ENSMFAG00000056547					
ENSMFAG00000033102	PI4K2B	ENSG00000038210	PI4K2B	ortholog_one2one	1
ENSMFAG00000042826	SH3BP1	ENSG00000100092	SH3BP1	ortholog_one2one	1
ENSMFAG00000062312		ENSG00000211675	IGLC1	ortholog_many2many	0
ENSMFAG00000062312		ENSG00000254709	IGLL5	ortholog_many2many	1
ENSMFAG00000061957					
ENSMFAG00000063678					
ENSMFAG00000052901		ENSG00000219438	TAFA5	ortholog_one2one	0
ENSMFAG00000041424	LPL	ENSG00000175445	LPL	ortholog_one2one	1
ENSMFAG00000060234		ENSG00000211897	IGHG3	ortholog_many2many	1
ENSMFAG00000060234		ENSG00000211896	IGHG1	ortholog_many2many	0
ENSMFAG00000060234		ENSG00000211893	IGHG2	ortholog_many2many	1
ENSMFAG00000060234		ENSG00000211892	IGHG4	ortholog_many2many	1
ENSMFAG00000059845	U2	ENSG00000278135	U2	ortholog_one2one	1
ENSMFAG00000045254	IL15RA	ENSG00000134470	IL15RA	ortholog_one2one	1
ENSMFAG00000048299					
ENSMFAG00000035597		ENSG00000211664	IGLV2-18	ortholog_one2one	0
ENSMFAG00000036588	TOP3B	ENSG00000100038	TOP3B	ortholog_one2one	1
ENSMFAG00000056821					
ENSMFAG00000021513	SNORD45	ENSG00000200051		ortholog_one2one	1
ENSMFAG00000002941	ANKEF1	ENSG00000132623	ANKEF1	ortholog_one2one	1
ENSMFAG00000048256	Metazoa_SRP				
ENSMFAG00000050288	Metazoa_SRP				
ENSMFAG00000055819					
ENSMFAG00000031253		ENSG00000175395	ZNF25	ortholog_one2many	1
ENSMFAG00000056661	IGLV4-3	ENSG00000211672	IGLV4-3	ortholog_one2one	1
ENSMFAG00000033636	ZCCHC4	ENSG00000168228	ZCCHC4	ortholog_one2one	1
ENSMFAG00000007347	SRA1	ENSG00000213523	SRA1	ortholog_one2one	1
ENSMFAG00000055675					
ENSMFAG00000035729		ENSG00000092201	SUPT16H	ortholog_one2many	1
ENSMFAG00000033015					
ENSMFAG00000053373					
ENSMFAG00000013247	Metazoa_SRP	ENSG00000276525	Metazoa_SRP	ortholog_one2one	1
ENSMFAG00000061819	Metazoa_SRP				
ENSMFAG00000004104	U6	ENSG00000251913	RNU6-513P	ortholog_one2many	1
ENSMFAG00000057929	Metazoa_SRP				
ENSMFAG00000025871	IGLV3-9	ENSG00000211670	IGLV3-9	ortholog_one2one	1
ENSMFAG00000048317	Metazoa_SRP				
ENSMFAG00000062003	Metazoa_SRP				
ENSMFAG00000011623	U7	ENSG00000238446	RNU7-38P	ortholog_one2one	1
ENSMFAG00000046069	PAK5	ENSG00000101349	PAK5	ortholog_one2one	1
ENSMFAG00000000642	PPM1F	ENSG00000100034	PPM1F	ortholog_one2one	1
ENSMFAG00000052585					
ENSMFAG00000057695					
ENSMFAG00000031840	IL2RA	ENSG00000134460	IL2RA	ortholog_one2one	1
ENSMFAG00000055060					
ENSMFAG00000044315	GGA1	ENSG00000100083	GGA1	ortholog_one2one	1
ENSMFAG00000048747					
ENSMFAG00000063051		ENSG00000211890	IGHA2	ortholog_one2many	1
ENSMFAG00000063051		ENSG00000211895	IGHA1	ortholog_one2many	1
ENSMFAG00000058776	RRP7A	ENSG00000189306	RRP7A	ortholog_one2one	1
ENSMFAG00000063190					
ENSMFAG00000037891	ANAPC4	ENSG00000053900	ANAPC4	ortholog_one2one	1
ENSMFAG00000059214					
ENSMFAG00000048744	Y_RNA				
ENSMFAG00000053661	Metazoa_SRP				
ENSMFAG00000001205	APBB3	ENSG00000113108	APBB3	ortholog_one2one	1
ENSMFAG00000042113	HSPA12B	ENSG00000132622	HSPA12B	ortholog_one2one	1
ENSMFAG00000002634		ENSG00000211666	IGLV2-14	ortholog_many2many	0
ENSMFAG00000002634		ENSG00000211660	IGLV2-23	ortholog_many2many	0
ENSMFAG00000002634		ENSG00000278196	IGLV2-8	ortholog_many2many	0
ENSMFAG00000058859		ENSG00000092201	SUPT16H	ortholog_one2many	1
ENSMFAG00000054398	SNORA14	ENSG00000251922		ortholog_one2one	1
ENSMFAG00000063387					
ENSMFAG00000051595					
ENSMFAG00000051850	IGHE	ENSG00000211891	IGHE	ortholog_one2one	1
ENSMFAG00000058493					
ENSMFAG00000031339	VSIR	ENSG00000107738	VSIR	ortholog_one2one	1
ENSMFAG00000042022	BCL2L13	ENSG00000099968	BCL2L13	ortholog_one2one	1
ENSMFAG00000060241					
ENSMFAG00000029619	SLC18A1	ENSG00000036565	SLC18A1	ortholog_one2one	1
ENSMFAG00000056048					
ENSMFAG00000055301	Metazoa_SRP				
ENSMFAG00000002042	MAPK1	ENSG00000100030	MAPK1	ortholog_one2one	1
ENSMFAG00000065080					
ENSMFAG00000050720		ENSG00000211665	IGLV3-16	ortholog_one2many	1
ENSMFAG00000050720		ENSG00000211659	IGLV3-25	ortholog_one2many	0
ENSMFAG00000035321		ENSG00000211897	IGHG3	ortholog_many2many	1
ENSMFAG00000035321		ENSG00000211896	IGHG1	ortholog_many2many	1
ENSMFAG00000035321		ENSG00000211893	IGHG2	ortholog_many2many	1
ENSMFAG00000035321		ENSG00000211892	IGHG4	ortholog_many2many	0
ENSMFAG00000035521	RBM17	ENSG00000134453	RBM17	ortholog_one2one	1
ENSMFAG00000049099					
ENSMFAG00000063972					
ENSMFAG00000020523		ENSG00000183569	SERHL2	ortholog_one2many	1
ENSMFAG00000046105	LAMP5	ENSG00000125869	LAMP5	ortholog_one2one	1
ENSMFAG00000058332					
ENSMFAG00000051705					
ENSMFAG00000020407	SLC34A2	ENSG00000157765	SLC34A2	ortholog_one2one	1
ENSMFAG00000056745					
ENSMFAG00000002680	ZNF33A	ENSG00000189180	ZNF33A	ortholog_one2one	1
ENSMFAG00000041351	SLC35A4	ENSG00000176087	SLC35A4	ortholog_one2one	1
ENSMFAG00000055131					
ENSMFAG00000003795	SPEF1	ENSG00000101222	SPEF1	ortholog_one2one	1
ENSMFAG00000001312	LGALS2	ENSG00000100079	LGALS2	ortholog_one2one	1
ENSMFAG00000041343	TBC1D22A	ENSG00000054611	TBC1D22A	ortholog_one2one	1
ENSMFAG00000060876					
ENSMFAG00000051628					
ENSMFAG00000058854					
ENSMFAG00000063137					
ENSMFAG00000050655					
ENSMFAG00000031899	CDC42EP1	ENSG00000128283	CDC42EP1	ortholog_one2one	1
ENSMFAG00000032433	YPEL	ENSG00000100027	YPEL1	ortholog_one2one	1
ENSMFAG00000009496	SNORA27	ENSG00000200235		ortholog_one2one	1
ENSMFAG00000064483					
ENSMFAG00000049020		ENSG00000211663	IGLV3-19	ortholog_one2many	1
ENSMFAG00000064250					
ENSMFAG00000002093	SEL1L3	ENSG00000091490	SEL1L3	ortholog_one2one	1
ENSMFAG00000003044		ENSG00000107736	CDH23	ortholog_one2one	0
ENSMFAG00000026990					
ENSMFAG00000009626	U6	ENSG00000251913	RNU6-513P	ortholog_one2many	1
ENSMFAG00000054345	Metazoa_SRP				
ENSMFAG00000025943	CD14	ENSG00000170458	CD14	ortholog_one2one	1
ENSMFAG00000060777	Metazoa_SRP				
ENSMFAG00000058253					
ENSMFAG00000035402	CHD8	ENSG00000100888	CHD8	ortholog_one2one	1
ENSMFAG00000025079	ADISSP	ENSG00000101220	ADISSP	ortholog_one2one	1
ENSMFAG00000065792	NFAM1	ENSG00000235568	NFAM1	ortholog_one2one	1
ENSMFAG00000003101					
ENSMFAG00000064723					
ENSMFAG00000052986					
ENSMFAG00000029552		ENSG00000211666	IGLV2-14	ortholog_many2many	0
ENSMFAG00000029552		ENSG00000211660	IGLV2-23	ortholog_many2many	0
ENSMFAG00000029552		ENSG00000278196	IGLV2-8	ortholog_many2many	0
ENSMFAG00000034339	TMCO6	ENSG00000113119	TMCO6	ortholog_one2one	1
ENSMFAG00000058492					
ENSMFAG00000033694	ATP6V1B2	ENSG00000147416	ATP6V1B2	ortholog_one2one	1
ENSMFAG00000044580	CARD10	ENSG00000100065	CARD10	ortholog_one2one	1
ENSMFAG00000005473	U6				
ENSMFAG00000054250	IGHM	ENSG00000211899	IGHM	ortholog_one2one	1
ENSMFAG00000029556		ENSG00000211663	IGLV3-19	ortholog_one2many	1
ENSMFAG00000038593					
ENSMFAG00000033269	SMIM20	ENSG00000250317	SMIM20	ortholog_one2one	1
ENSMFAG00000052863					
ENSMFAG00000040156					
ENSMFAG00000065219					
ENSMFAG00000062565	IGLV3-22	ENSG00000211661	IGLV3-22	ortholog_one2one	1
ENSMFAG00000058583					
ENSMFAG00000000909		ENSG00000197958	RPL12	ortholog_one2many	0
ENSMFAG00000035497	PFKFB3	ENSG00000170525	PFKFB3	ortholog_one2one	1
ENSMFAG00000034287					
ENSMFAG00000045106	BID	ENSG00000015475	BID	ortholog_one2one	1
ENSMFAG00000025896		ENSG00000211663	IGLV3-19	ortholog_one2many	1
ENSMFAG00000054149					
ENSMFAG00000062152					
ENSMFAG00000064740					
ENSMFAG00000052793	Metazoa_SRP				
ENSMFAG00000048284					
ENSMFAG00000049811					
ENSMFAG00000057786	Metazoa_SRP				
ENSMFAG00000057507	IGHV6-1	ENSG00000211933	IGHV6-1	ortholog_one2one	1
ENSMFAG00000062099					
ENSMFAG00000047710					
ENSMFAG00000003509	TCF20	ENSG00000100207	TCF20	ortholog_one2one	1
ENSMFAG00000054907		ENSG00000116161	CACYBP	ortholog_one2many	0
ENSMFAG00000049001					
ENSMFAG00000058111					
ENSMFAG00000002463	PRAME	ENSG00000185686	PRAME	ortholog_one2one	1
ENSMFAG00000054283					
ENSMFAG00000040961	IK	ENSG00000113141	IK	ortholog_one2one	1
ENSMFAG00000050035	Metazoa_SRP				
ENSMFAG00000050235					
ENSMFAG00000056921					
ENSMFAG00000047392	Metazoa_SRP				
ENSMFAG00000048288					
ENSMFAG00000035911					
ENSMFAG00000054496	snoU13				
ENSMFAG00000032803	SKIDA1	ENSG00000180592	SKIDA1	ortholog_one2one	1
ENSMFAG00000061080	ZNF280A	ENSG00000169548	ZNF280A	ortholog_one2one	1
ENSMFAG00000041387	SIGLEC1	ENSG00000088827	SIGLEC1	ortholog_one2one	1
ENSMFAG00000061287	Metazoa_SRP				
ENSMFAG00000029370		ENSG00000274209	ANTXRL	ortholog_one2many	0
ENSMFAG00000034037	PLCB4	ENSG00000101333	PLCB4	ortholog_one2one	1
ENSMFAG00000051540					
ENSMFAG00000052433	ZNF280B	ENSG00000275004	ZNF280B	ortholog_one2one	1
ENSMFAG00000065042					
ENSMFAG00000060006					
ENSMFAG00000057217					
ENSMFAG00000054474	PPIL2	ENSG00000100023	PPIL2	ortholog_one2one	1
ENSMFAG00000055930					
ENSMFAG00000063225					
ENSMFAG00000045987	CERK	ENSG00000100422	CERK	ortholog_one2one	1
ENSMFAG00000000147	MFNG	ENSG00000100060	MFNG	ortholog_one2one	1
ENSMFAG00000051414					
ENSMFAG00000015519	U6				
ENSMFAG00000059782					
ENSMFAG00000001779	RBPJ	ENSG00000168214	RBPJ	ortholog_one2one	1
ENSMFAG00000056747					
ENSMFAG00000052429					
ENSMFAG00000053791	snoU6-53	ENSG00000199436	SNORD9	ortholog_one2many	1
ENSMFAG00000054193					
ENSMFAG00000010460	LZTS1	ENSG00000061337	LZTS1	ortholog_one2one	1
ENSMFAG00000049029	Metazoa_SRP				
ENSMFAG00000049088	Metazoa_SRP				
ENSMFAG00000060524	snoU6-53	ENSG00000200785	SNORD8	ortholog_one2many	1
ENSMFAG00000055636					
ENSMFAG00000012958	U7	ENSG00000238808	RNU7-102P	ortholog_one2one	1
ENSMFAG00000060097					
ENSMFAG00000057420					
ENSMFAG00000007860					
ENSMFAG00000008249	snoU6-53	ENSG00000199436	SNORD9	ortholog_one2many	1
ENSMFAG00000064010	Metazoa_SRP				
ENSMFAG00000050822		ENSG00000211974	IGHV2-70D	ortholog_one2many	0
ENSMFAG00000050822		ENSG00000274576	IGHV2-70	ortholog_one2many	0
ENSMFAG00000056367					
ENSMFAG00000006533	MIR301B	ENSG00000212102	MIR301B	ortholog_one2one	1
ENSMFAG00000026860	ELFN2	ENSG00000166897	ELFN2	ortholog_one2one	1
ENSMFAG00000061604					
ENSMFAG00000062345	U3				
ENSMFAG00000035573					
ENSMFAG00000053947	snoU6-53	ENSG00000200785	SNORD8	ortholog_one2many	1
ENSMFAG00000032946	ATP6V1E1	ENSG00000131100	ATP6V1E1	ortholog_one2one	1
ENSMFAG00000049634	NDUFA2	ENSG00000131495	NDUFA2	ortholog_one2one	1
ENSMFAG00000057606		ENSG00000259490	IGHV3OR15-7	ortholog_one2one	0
ENSMFAG00000065855					
ENSMFAG00000054997					
ENSMFAG00000033377	SDF2L1	ENSG00000128228	SDF2L1	ortholog_one2one	1
ENSMFAG00000013828	Metazoa_SRP	ENSG00000274475	RN7SL650P	ortholog_one2one	1
ENSMFAG00000034918	Y_RNA	ENSG00000238366	Y_RNA	ortholog_one2one	1
ENSMFAG00000037771					
ENSMFAG00000048194					
ENSMFAG00000018170					
ENSMFAG00000058055					
ENSMFAG00000021161		ENSG00000211966	IGHV5-51	ortholog_one2many	0
ENSMFAG00000021161		ENSG00000282651	IGHV5-10-1	ortholog_one2many	1
ENSMFAG00000001095	WDR55	ENSG00000120314	WDR55	ortholog_one2one	1
ENSMFAG00000063627					
ENSMFAG00000061133					
ENSMFAG00000064869	snoU13				
ENSMFAG00000048883	IGHV3-15	ENSG00000211943	IGHV3-15	ortholog_one2one	1
ENSMFAG00000062058					
ENSMFAG00000003943	CCDC116	ENSG00000161180	CCDC116	ortholog_one2one	1
ENSMFAG00000043134	ADAM33	ENSG00000149451	ADAM33	ortholog_one2one	1
ENSMFAG00000050828	Metazoa_SRP				
ENSMFAG00000043436	SULF1	ENSG00000137573	SULF1	ortholog_one2one	1
ENSMFAG00000003284	DND1	ENSG00000256453	DND1	ortholog_one2one	1
ENSMFAG00000042506	CYP2D8	ENSG00000100197	CYP2D6	ortholog_one2one	1
ENSMFAG00000045635	GRAMD4	ENSG00000075240	GRAMD4	ortholog_one2one	1
ENSMFAG00000055416					
ENSMFAG00000001277	CYTH4	ENSG00000100055	CYTH4	ortholog_one2one	1
ENSMFAG00000027114	RAB2B	ENSG00000129472	RAB2B	ortholog_one2one	1
ENSMFAG00000054582		ENSG00000211645	IGLV1-50	ortholog_one2many	0
ENSMFAG00000054582		ENSG00000211653	IGLV1-40	ortholog_one2many	0
ENSMFAG00000034337	MSMB	ENSG00000263639	MSMB	ortholog_one2one	1
ENSMFAG00000063283					
ENSMFAG00000023628	GFRA2	ENSG00000168546	GFRA2	ortholog_one2one	1
ENSMFAG00000053258					
ENSMFAG00000003530	CCKAR	ENSG00000163394	CCKAR	ortholog_one2one	1
ENSMFAG00000041506		ENSG00000161179	YDJC	ortholog_one2one	0
ENSMFAG00000050583	Metazoa_SRP				
ENSMFAG00000062560					
ENSMFAG00000003842	TTC28	ENSG00000100154	TTC28	ortholog_one2one	1
ENSMFAG00000041808					
ENSMFAG00000065233					
ENSMFAG00000040668		ENSG00000089012	SIRPG	ortholog_one2one	0
ENSMFAG00000051363	SCARNA18				
ENSMFAG00000039209	SLC25A18	ENSG00000182902	SLC25A18	ortholog_one2one	1
ENSMFAG00000049601					
ENSMFAG00000051079					
ENSMFAG00000040842	GFRA4	ENSG00000125861	GFRA4	ortholog_one2one	1
ENSMFAG00000011857	SCARNA17				
ENSMFAG00000048563		ENSG00000211649	IGLV7-46	ortholog_one2one	0
ENSMFAG00000033445	RET	ENSG00000165731	RET	ortholog_one2one	1
ENSMFAG00000025031		ENSG00000211647	IGLV5-48	ortholog_one2many	1
ENSMFAG00000000606	RAC2	ENSG00000128340	RAC2	ortholog_one2one	1
ENSMFAG00000052756	HIC2	ENSG00000169635	HIC2	ortholog_one2one	1
ENSMFAG00000041525	NCOA4	ENSG00000266412	NCOA4	ortholog_one2one	1
ENSMFAG00000000286	TBC1D19	ENSG00000109680	TBC1D19	ortholog_one2one	1
ENSMFAG00000044922	TOX4	ENSG00000092203	TOX4	ortholog_one2one	1
ENSMFAG00000002630	HARS1	ENSG00000170445	HARS1	ortholog_one2one	1
ENSMFAG00000059559					
ENSMFAG00000064528		ENSG00000211652	IGLV7-43	ortholog_one2many	1
ENSMFAG00000041667		ENSG00000101307	SIRPB1	ortholog_one2many	1
ENSMFAG00000026923	DOK2	ENSG00000147443	DOK2	ortholog_one2one	1
ENSMFAG00000056669					
ENSMFAG00000037298	SLCO5A1	ENSG00000137571	SLCO5A1	ortholog_one2one	1
ENSMFAG00000065297		ENSG00000211648	IGLV1-47	ortholog_one2many	0
ENSMFAG00000065297		ENSG00000211655	IGLV1-36	ortholog_one2many	0
ENSMFAG00000065297		ENSG00000211651	IGLV1-44	ortholog_one2many	1
ENSMFAG00000048599					
ENSMFAG00000044383	TMEM191C	ENSG00000206140	TMEM191C	ortholog_one2one	1
ENSMFAG00000050313		ENSG00000211973	IGHV1-69	ortholog_many2many	1
ENSMFAG00000050313		ENSG00000280411	IGHV1-69D	ortholog_many2many	0
ENSMFAG00000048218	IGLV7-43	ENSG00000211652	IGLV7-43	ortholog_one2many	1
ENSMFAG00000026145					
ENSMFAG00000023703	Y_RNA	ENSG00000199797	Y_RNA	ortholog_one2one	1
ENSMFAG00000057652					
ENSMFAG00000050722		ENSG00000281179		ortholog_many2many	0
ENSMFAG00000050722		ENSG00000270505	IGHV1OR15-1	ortholog_many2many	0
ENSMFAG00000050722		ENSG00000211934	IGHV1-2	ortholog_many2many	0
ENSMFAG00000062676	Metazoa_SRP				
ENSMFAG00000023368		ENSG00000211647	IGLV5-48	ortholog_one2many	1
ENSMFAG00000013569	Metazoa_SRP	ENSG00000239249	RN7SL757P	ortholog_one2one	1
ENSMFAG00000053452					
