GeneID,Gene.name,Gene.type,M20,M4
ENSMFAG00000027584,COQ10A,protein_coding,purple,M4
ENSMFAG00000027665,ENSMFAG00000027665,protein_coding,purple,M4
ENSMFAG00000027716,ATXN7L3B,protein_coding,purple,M4
ENSMFAG00000027717,ENSMFAG00000027717,protein_coding,green,M4
ENSMFAG00000027811,ENSMFAG00000027811,protein_coding,purple,M4
ENSMFAG00000028235,ORMDL3,protein_coding,green,M4
ENSMFAG00000028347,C19H19orf48,protein_coding,green,M4
ENSMFAG00000028497,AACS,protein_coding,green,M4
ENSMFAG00000028610,ENSMFAG00000028610,protein_coding,midnightblue,M4
ENSMFAG00000028614,ENSMFAG00000028614,protein_coding,green,M4
ENSMFAG00000028862,OST4,protein_coding,midnightblue,M4
ENSMFAG00000028878,ENSMFAG00000028878,protein_coding,lightcyan,M4
ENSMFAG00000028913,EMID1,protein_coding,cyan,M4
ENSMFAG00000029038,PPT1,protein_coding,purple,M4
ENSMFAG00000029079,ENSMFAG00000029079,protein_coding,purple,M4
ENSMFAG00000029141,POLR3D,protein_coding,lightcyan,M4
ENSMFAG00000029318,TMEM151A,protein_coding,green,M4
ENSMFAG00000029604,DAD1,protein_coding,purple,M4
ENSMFAG00000029753,SF3B5,protein_coding,green,M4
ENSMFAG00000029786,PQBP1,protein_coding,green,M4
ENSMFAG00000029866,DPH2,protein_coding,green,M4
ENSMFAG00000029870,ENSMFAG00000029870,protein_coding,purple,M4
ENSMFAG00000029928,SMCO4,protein_coding,green,M4
ENSMFAG00000029941,ENSMFAG00000029941,protein_coding,purple,M4
ENSMFAG00000029971,ENSMFAG00000029971,protein_coding,midnightblue,M4
ENSMFAG00000029974,VCP,protein_coding,green,M4
ENSMFAG00000029980,UQCRQ,protein_coding,purple,M4
ENSMFAG00000029984,PNMA8C,protein_coding,lightcyan,M4
ENSMFAG00000029992,RAB5B,protein_coding,midnightblue,M4
ENSMFAG00000030000,ENSMFAG00000030000,protein_coding,green,M4
ENSMFAG00000030001,ENSMFAG00000030001,protein_coding,midnightblue,M4
ENSMFAG00000030006,ENSMFAG00000030006,protein_coding,green,M4
ENSMFAG00000030039,MRPS27,protein_coding,green,M4
ENSMFAG00000030055,WDR77,protein_coding,cyan,M4
ENSMFAG00000030060,ZNF581,protein_coding,green,M4
ENSMFAG00000030096,ENSMFAG00000030096,protein_coding,midnightblue,M4
ENSMFAG00000030132,ENSMFAG00000030132,protein_coding,green,M4
ENSMFAG00000030166,BASP1,protein_coding,cyan,M4
ENSMFAG00000030167,ENSMFAG00000030167,protein_coding,lightcyan,M4
ENSMFAG00000030186,ENSMFAG00000030186,protein_coding,midnightblue,M4
ENSMFAG00000030202,HGH1,protein_coding,lightcyan,M4
ENSMFAG00000030217,NANS,protein_coding,green,M4
ENSMFAG00000030269,CLPTM1,protein_coding,green,M4
ENSMFAG00000030295,ZNF444,protein_coding,green,M4
ENSMFAG00000030298,PDLIM1,protein_coding,cyan,M4
ENSMFAG00000030319,SBF1,protein_coding,lightcyan,M4
ENSMFAG00000030332,ATP5F1C,protein_coding,purple,M4
ENSMFAG00000030334,COMT,protein_coding,green,M4
ENSMFAG00000030335,MRPL10,protein_coding,green,M4
ENSMFAG00000030337,ENSMFAG00000030337,protein_coding,purple,M4
ENSMFAG00000030350,TRNP1,protein_coding,green,M4
ENSMFAG00000030357,ENSMFAG00000030357,protein_coding,purple,M4
ENSMFAG00000030359,COPRS,protein_coding,green,M4
ENSMFAG00000030365,PYCR3,protein_coding,green,M4
ENSMFAG00000030367,SERTAD1,protein_coding,green,M4
ENSMFAG00000030371,ENSMFAG00000030371,protein_coding,purple,M4
ENSMFAG00000030388,ENSMFAG00000030388,protein_coding,purple,M4
ENSMFAG00000030397,C11orf96,protein_coding,green,M4
ENSMFAG00000030421,ENSMFAG00000030421,protein_coding,green,M4
ENSMFAG00000030433,RRAGA,protein_coding,purple,M4
ENSMFAG00000030440,TAOK2,protein_coding,lightcyan,M4
ENSMFAG00000030460,ENSMFAG00000030460,protein_coding,midnightblue,M4
ENSMFAG00000030466,C12orf76,protein_coding,cyan,M4
ENSMFAG00000030472,ENSMFAG00000030472,protein_coding,purple,M4
ENSMFAG00000030482,FOXQ1,protein_coding,green,M4
ENSMFAG00000030485,ENSMFAG00000030485,protein_coding,purple,M4
ENSMFAG00000030489,TMEM14A,protein_coding,green,M4
ENSMFAG00000030506,ZPR1,protein_coding,green,M4
ENSMFAG00000030519,ENSMFAG00000030519,protein_coding,midnightblue,M4
ENSMFAG00000030521,STAP2,protein_coding,green,M4
ENSMFAG00000030522,HNRNPA0,protein_coding,lightcyan,M4
ENSMFAG00000030528,ANAPC7,protein_coding,purple,M4
ENSMFAG00000030550,DAGLA,protein_coding,green,M4
ENSMFAG00000030563,ENSMFAG00000030563,protein_coding,purple,M4
ENSMFAG00000030565,GRWD1,protein_coding,lightcyan,M4
ENSMFAG00000030581,DNM1,protein_coding,lightcyan,M4
ENSMFAG00000030584,HCCS,protein_coding,purple,M4
ENSMFAG00000030586,ADAP1,protein_coding,green,M4
ENSMFAG00000030588,CDPF1,protein_coding,green,M4
ENSMFAG00000030592,TCEAL7,protein_coding,midnightblue,M4
ENSMFAG00000030595,FARSA,protein_coding,green,M4
ENSMFAG00000030596,ENSMFAG00000030596,protein_coding,cyan,M4
ENSMFAG00000030598,ENSMFAG00000030598,protein_coding,midnightblue,M4
ENSMFAG00000030610,C14orf119,protein_coding,purple,M4
ENSMFAG00000030674,FNDC11,protein_coding,green,M4
ENSMFAG00000030730,THEMIS2,protein_coding,green,M4
ENSMFAG00000030733,HSF1,protein_coding,lightcyan,M4
ENSMFAG00000030753,CBX4,protein_coding,green,M4
ENSMFAG00000030755,ENSMFAG00000030755,protein_coding,purple,M4
ENSMFAG00000030786,ENSMFAG00000030786,protein_coding,purple,M4
ENSMFAG00000030787,TWF2,protein_coding,green,M4
ENSMFAG00000030802,NDUFC2,protein_coding,midnightblue,M4
ENSMFAG00000030813,ADRA1A,protein_coding,cyan,M4
ENSMFAG00000030821,ENSMFAG00000030821,protein_coding,purple,M4
ENSMFAG00000030824,CTNNBIP1,protein_coding,green,M4
ENSMFAG00000030830,ENSMFAG00000030830,protein_coding,purple,M4
ENSMFAG00000030837,ENSMFAG00000030837,protein_coding,purple,M4
ENSMFAG00000030838,THAP8,protein_coding,green,M4
ENSMFAG00000030843,TSPYL5,protein_coding,green,M4
ENSMFAG00000030853,CDK2AP1,protein_coding,purple,M4
ENSMFAG00000030909,ILVBL,protein_coding,green,M4
ENSMFAG00000030914,GRIN1,protein_coding,lightcyan,M4
ENSMFAG00000030915,RHBDD1,protein_coding,purple,M4
ENSMFAG00000030964,ENSMFAG00000030964,protein_coding,purple,M4
ENSMFAG00000030999,GSTT2,protein_coding,green,M4
ENSMFAG00000031001,BSCL2,protein_coding,green,M4
ENSMFAG00000031020,SCAF1,protein_coding,lightcyan,M4
ENSMFAG00000031057,PSAP,protein_coding,green,M4
ENSMFAG00000031058,PRCC,protein_coding,green,M4
ENSMFAG00000031062,PRCP,protein_coding,midnightblue,M4
ENSMFAG00000031072,TKTL1,protein_coding,green,M4
ENSMFAG00000031076,CHST8,protein_coding,cyan,M4
ENSMFAG00000031086,S100A13,protein_coding,green,M4
ENSMFAG00000031096,SNU13,protein_coding,purple,M4
ENSMFAG00000031112,DAP3,protein_coding,purple,M4
ENSMFAG00000031122,GDAP1L1,protein_coding,green,M4
ENSMFAG00000031131,STK17B,protein_coding,cyan,M4
ENSMFAG00000031157,ENSMFAG00000031157,protein_coding,lightcyan,M4
ENSMFAG00000031188,CGREF1,protein_coding,green,M4
ENSMFAG00000031200,TOLLIP,protein_coding,green,M4
ENSMFAG00000031218,PRSS57,protein_coding,green,M4
ENSMFAG00000031252,HADHB,protein_coding,purple,M4
ENSMFAG00000031269,TIMM22,protein_coding,green,M4
ENSMFAG00000031277,TLE5,protein_coding,green,M4
ENSMFAG00000031293,RPL9,protein_coding,midnightblue,M4
ENSMFAG00000031343,SSC4D,protein_coding,green,M4
ENSMFAG00000031345,MMP17,protein_coding,green,M4
ENSMFAG00000031348,CCT4,protein_coding,purple,M4
ENSMFAG00000031351,WDR24,protein_coding,lightcyan,M4
ENSMFAG00000031392,UAP1L1,protein_coding,cyan,M4
ENSMFAG00000031395,RANBP3,protein_coding,lightcyan,M4
ENSMFAG00000031411,HLCS,protein_coding,cyan,M4
ENSMFAG00000031413,MAP11,protein_coding,lightcyan,M4
ENSMFAG00000031462,VAMP2,protein_coding,green,M4
ENSMFAG00000031552,METTL26,protein_coding,green,M4
ENSMFAG00000031558,INCENP,protein_coding,lightcyan,M4
ENSMFAG00000031589,CENPO,protein_coding,green,M4
ENSMFAG00000031590,AKR7L,protein_coding,green,M4
ENSMFAG00000031604,CERKL,protein_coding,cyan,M4
ENSMFAG00000031619,PPME1,protein_coding,green,M4
ENSMFAG00000031639,MRPS23,protein_coding,purple,M4
ENSMFAG00000031640,AFF3,protein_coding,cyan,M4
ENSMFAG00000031646,TMEM97,protein_coding,purple,M4
ENSMFAG00000031655,AKT1,protein_coding,green,M4
ENSMFAG00000031657,EIF6,protein_coding,green,M4
ENSMFAG00000031742,RNASEK,protein_coding,midnightblue,M4
ENSMFAG00000031749,RPS15,protein_coding,midnightblue,M4
ENSMFAG00000031750,RGMA,protein_coding,green,M4
ENSMFAG00000031760,ENSMFAG00000031760,protein_coding,green,M4
ENSMFAG00000031763,CCDC102A,protein_coding,green,M4
ENSMFAG00000031764,ENSMFAG00000031764,protein_coding,purple,M4
ENSMFAG00000031769,C8orf82,protein_coding,lightcyan,M4
ENSMFAG00000031783,ADCK5,protein_coding,lightcyan,M4
ENSMFAG00000031784,NECAP1,protein_coding,green,M4
ENSMFAG00000031790,NME4,protein_coding,midnightblue,M4
ENSMFAG00000031809,LIX1L,protein_coding,green,M4
ENSMFAG00000031839,ACOT8,protein_coding,green,M4
ENSMFAG00000031841,NKIRAS2,protein_coding,green,M4
ENSMFAG00000031842,SRCIN1,protein_coding,lightcyan,M4
ENSMFAG00000031859,BATF3,protein_coding,green,M4
ENSMFAG00000031873,COPA,protein_coding,purple,M4
ENSMFAG00000031886,CLCN7,protein_coding,green,M4
ENSMFAG00000031889,ICMT,protein_coding,purple,M4
ENSMFAG00000031917,TMEM120A,protein_coding,green,M4
ENSMFAG00000031959,TSPAN3,protein_coding,purple,M4
ENSMFAG00000031962,GDE1,protein_coding,purple,M4
ENSMFAG00000031975,EIF4H,protein_coding,purple,M4
ENSMFAG00000031983,ZC4H2,protein_coding,midnightblue,M4
ENSMFAG00000032008,SPAG7,protein_coding,green,M4
ENSMFAG00000032022,UBE3B,protein_coding,green,M4
ENSMFAG00000032060,ENSMFAG00000032060,protein_coding,purple,M4
ENSMFAG00000032066,PLEC,protein_coding,lightcyan,M4
ENSMFAG00000032067,PPP1R37,protein_coding,lightcyan,M4
ENSMFAG00000032078,ENSMFAG00000032078,protein_coding,cyan,M4
ENSMFAG00000032116,MRPS33,protein_coding,purple,M4
ENSMFAG00000032124,RPS13,protein_coding,purple,M4
ENSMFAG00000032125,EHMT2,protein_coding,lightcyan,M4
ENSMFAG00000032126,TAB1,protein_coding,lightcyan,M4
ENSMFAG00000032127,ENSMFAG00000032127,protein_coding,green,M4
ENSMFAG00000032146,SMARCA4,protein_coding,lightcyan,M4
ENSMFAG00000032166,TSC2,protein_coding,lightcyan,M4
ENSMFAG00000032170,YIPF3,protein_coding,purple,M4
ENSMFAG00000032173,ENSMFAG00000032173,protein_coding,purple,M4
ENSMFAG00000032191,GRINA,protein_coding,green,M4
ENSMFAG00000032194,DOK5,protein_coding,green,M4
ENSMFAG00000032204,PSMD8,protein_coding,green,M4
ENSMFAG00000032221,DSPP,protein_coding,cyan,M4
ENSMFAG00000032247,LDHB,protein_coding,purple,M4
ENSMFAG00000032260,VASH1,protein_coding,green,M4
ENSMFAG00000032265,LRWD1,protein_coding,green,M4
ENSMFAG00000032286,ASB16,protein_coding,green,M4
ENSMFAG00000032291,HMCES,protein_coding,green,M4
ENSMFAG00000032296,ENSMFAG00000032296,protein_coding,midnightblue,M4
ENSMFAG00000032311,BCL7C,protein_coding,green,M4
ENSMFAG00000032357,FAM241B,protein_coding,green,M4
ENSMFAG00000032375,C16orf58,protein_coding,green,M4
ENSMFAG00000032376,NHP2,protein_coding,green,M4
ENSMFAG00000032377,CCDC32,protein_coding,green,M4
ENSMFAG00000032380,CALHM1,protein_coding,green,M4
ENSMFAG00000032393,MROH1,protein_coding,lightcyan,M4
ENSMFAG00000032428,KRT6A,protein_coding,green,M4
ENSMFAG00000032465,SMAP1,protein_coding,purple,M4
ENSMFAG00000032468,GADD45GIP1,protein_coding,green,M4
ENSMFAG00000032482,ENSMFAG00000032482,protein_coding,green,M4
ENSMFAG00000032485,RRAD,protein_coding,green,M4
ENSMFAG00000032491,SERP2,protein_coding,green,M4
ENSMFAG00000032516,CDC42,protein_coding,purple,M4
ENSMFAG00000032524,UROD,protein_coding,green,M4
ENSMFAG00000032533,PEX14,protein_coding,lightcyan,M4
ENSMFAG00000032548,ENSMFAG00000032548,protein_coding,purple,M4
ENSMFAG00000032553,ENSMFAG00000032553,protein_coding,midnightblue,M4
ENSMFAG00000032564,GSTP1,protein_coding,midnightblue,M4
ENSMFAG00000032567,RHBDL1,protein_coding,green,M4
ENSMFAG00000032574,MCTS1,protein_coding,midnightblue,M4
ENSMFAG00000032607,TXNDC9,protein_coding,purple,M4
ENSMFAG00000032635,ENSMFAG00000032635,protein_coding,green,M4
ENSMFAG00000032661,LSM1,protein_coding,purple,M4
ENSMFAG00000032668,CCDC28A,protein_coding,cyan,M4
ENSMFAG00000032676,FAM174A,protein_coding,green,M4
ENSMFAG00000032707,COX6A1,protein_coding,purple,M4
ENSMFAG00000032708,NDUFS6,protein_coding,purple,M4
ENSMFAG00000032727,VPS45,protein_coding,purple,M4
ENSMFAG00000032733,MRPS6,protein_coding,purple,M4
ENSMFAG00000032736,MAST2,protein_coding,cyan,M4
ENSMFAG00000032742,CD164L2,protein_coding,cyan,M4
ENSMFAG00000032745,GLI1,protein_coding,cyan,M4
ENSMFAG00000032746,RPS20,protein_coding,midnightblue,M4
ENSMFAG00000032755,ENSMFAG00000032755,protein_coding,green,M4
ENSMFAG00000032756,NRP1,protein_coding,cyan,M4
ENSMFAG00000032772,VMP1,protein_coding,purple,M4
ENSMFAG00000032775,DUSP28,protein_coding,purple,M4
ENSMFAG00000032812,RAMP1,protein_coding,midnightblue,M4
ENSMFAG00000032826,HS3ST6,protein_coding,green,M4
ENSMFAG00000032834,RNF40,protein_coding,lightcyan,M4
ENSMFAG00000032872,CD59,protein_coding,purple,M4
ENSMFAG00000032890,NOC2L,protein_coding,lightcyan,M4
ENSMFAG00000032895,CCDC106,protein_coding,green,M4
ENSMFAG00000032920,ENSMFAG00000032920,protein_coding,purple,M4
ENSMFAG00000032928,KBTBD4,protein_coding,purple,M4
ENSMFAG00000032930,IL4R,protein_coding,green,M4
ENSMFAG00000032932,PDHB,protein_coding,purple,M4
ENSMFAG00000032935,MFSD3,protein_coding,green,M4
ENSMFAG00000032946,ATP6V1E1,protein_coding,purple,M4
ENSMFAG00000032949,TPD52L2,protein_coding,green,M4
ENSMFAG00000032975,PWWP2B,protein_coding,green,M4
ENSMFAG00000032985,ATP6V1H,protein_coding,green,M4
ENSMFAG00000032986,LYL1,protein_coding,green,M4
ENSMFAG00000032994,GNPDA1,protein_coding,green,M4
ENSMFAG00000033008,ENSMFAG00000033008,protein_coding,green,M4
ENSMFAG00000033030,SURF6,protein_coding,lightcyan,M4
ENSMFAG00000033034,ZNF688,protein_coding,green,M4
ENSMFAG00000033035,C9orf50,protein_coding,green,M4
ENSMFAG00000033062,ENSMFAG00000033062,protein_coding,midnightblue,M4
ENSMFAG00000033087,GPT2,protein_coding,green,M4
ENSMFAG00000033089,NDUFS4,protein_coding,purple,M4
ENSMFAG00000033103,APMAP,protein_coding,green,M4
ENSMFAG00000033111,PGS1,protein_coding,green,M4
ENSMFAG00000033121,ENSMFAG00000033121,protein_coding,lightcyan,M4
ENSMFAG00000033132,EHD3,protein_coding,green,M4
ENSMFAG00000033134,TMEM59,protein_coding,purple,M4
ENSMFAG00000033137,SELENOK,protein_coding,purple,M4
ENSMFAG00000033146,CCT3,protein_coding,green,M4
ENSMFAG00000033150,ATOX1,protein_coding,green,M4
ENSMFAG00000033155,ST3GAL2,protein_coding,green,M4
ENSMFAG00000033202,AP3D1,protein_coding,lightcyan,M4
ENSMFAG00000033205,RCN3,protein_coding,green,M4
ENSMFAG00000033208,SHISA5,protein_coding,green,M4
ENSMFAG00000033209,RNFT2,protein_coding,green,M4
ENSMFAG00000033210,SLC35E4,protein_coding,green,M4
ENSMFAG00000033219,CACNG6,protein_coding,green,M4
ENSMFAG00000033230,SCAMP5,protein_coding,purple,M4
ENSMFAG00000033239,CSRNP2,protein_coding,green,M4
ENSMFAG00000033269,ENSMFAG00000033269,protein_coding,purple,M4
ENSMFAG00000033270,NFU1,protein_coding,purple,M4
ENSMFAG00000033280,ENSMFAG00000033280,protein_coding,midnightblue,M4
ENSMFAG00000033282,RNF5,protein_coding,midnightblue,M4
ENSMFAG00000033288,ENSMFAG00000033288,protein_coding,purple,M4
ENSMFAG00000033296,PYCARD,protein_coding,midnightblue,M4
ENSMFAG00000033303,MPND,protein_coding,green,M4
ENSMFAG00000033305,TMEM178A,protein_coding,green,M4
ENSMFAG00000033323,CSNK1G2,protein_coding,green,M4
ENSMFAG00000033329,NCAPH2,protein_coding,lightcyan,M4
ENSMFAG00000033344,BAX,protein_coding,green,M4
ENSMFAG00000033360,ABCA3,protein_coding,lightcyan,M4
ENSMFAG00000033364,HSD17B10,protein_coding,green,M4
ENSMFAG00000033384,ENSMFAG00000033384,protein_coding,purple,M4
ENSMFAG00000033389,TNFAIP1,protein_coding,green,M4
ENSMFAG00000033395,MRPL49,protein_coding,purple,M4
ENSMFAG00000033408,TMEM101,protein_coding,green,M4
ENSMFAG00000033424,DYNLT1,protein_coding,midnightblue,M4
ENSMFAG00000033435,ST6GALNAC4,protein_coding,green,M4
ENSMFAG00000033441,KIAA1522,protein_coding,green,M4
ENSMFAG00000033442,PSMB4,protein_coding,purple,M4
ENSMFAG00000033451,UFC1,protein_coding,midnightblue,M4
ENSMFAG00000033454,RIC8A,protein_coding,green,M4
ENSMFAG00000033462,ENSMFAG00000033462,protein_coding,green,M4
ENSMFAG00000033467,SPRYD3,protein_coding,green,M4
ENSMFAG00000033484,ARHGAP44,protein_coding,green,M4
ENSMFAG00000033489,MAPKAPK2,protein_coding,green,M4
ENSMFAG00000033495,ENSMFAG00000033495,protein_coding,midnightblue,M4
ENSMFAG00000033576,LRATD2,protein_coding,cyan,M4
ENSMFAG00000033581,GPR12,protein_coding,green,M4
ENSMFAG00000033588,UBAC2,protein_coding,green,M4
ENSMFAG00000033600,TSPO,protein_coding,midnightblue,M4
ENSMFAG00000033616,USH1G,protein_coding,cyan,M4
ENSMFAG00000033654,OTUB1,protein_coding,green,M4
ENSMFAG00000033673,C1H1orf43,protein_coding,midnightblue,M4
ENSMFAG00000033674,POLR2G,protein_coding,purple,M4
ENSMFAG00000033676,ENSMFAG00000033676,protein_coding,midnightblue,M4
ENSMFAG00000033691,ENSMFAG00000033691,protein_coding,purple,M4
ENSMFAG00000033694,ATP6V1B2,protein_coding,green,M4
ENSMFAG00000033695,DDX24,protein_coding,green,M4
ENSMFAG00000033705,BAALC,protein_coding,purple,M4
ENSMFAG00000033738,N4BP3,protein_coding,cyan,M4
ENSMFAG00000033865,CD101,protein_coding,green,M4
ENSMFAG00000033882,OS9,protein_coding,lightcyan,M4
ENSMFAG00000033890,SERF2,protein_coding,midnightblue,M4
ENSMFAG00000033894,DHX30,protein_coding,lightcyan,M4
ENSMFAG00000033901,DHDDS,protein_coding,green,M4
ENSMFAG00000033908,CYTH3,protein_coding,cyan,M4
ENSMFAG00000033910,ZDHHC24,protein_coding,green,M4
ENSMFAG00000033920,SNX12,protein_coding,purple,M4
ENSMFAG00000033935,DYNLRB1,protein_coding,green,M4
ENSMFAG00000033936,PSENEN,protein_coding,midnightblue,M4
ENSMFAG00000033953,CCDC127,protein_coding,green,M4
ENSMFAG00000033956,DENND6B,protein_coding,lightcyan,M4
ENSMFAG00000033962,EIF3K,protein_coding,green,M4
ENSMFAG00000033998,SPTBN2,protein_coding,lightcyan,M4
ENSMFAG00000034030,MRPL57,protein_coding,green,M4
ENSMFAG00000034073,ARF1,protein_coding,green,M4
ENSMFAG00000034077,LMO4,protein_coding,cyan,M4
ENSMFAG00000034109,NDUFA2,protein_coding,purple,M4
ENSMFAG00000034125,EVA1C,protein_coding,cyan,M4
ENSMFAG00000034136,COA6,protein_coding,purple,M4
ENSMFAG00000034137,APH1A,protein_coding,purple,M4
ENSMFAG00000034172,ANAPC16,protein_coding,purple,M4
ENSMFAG00000034211,ENSMFAG00000034211,protein_coding,cyan,M4
ENSMFAG00000034231,SLFN5,protein_coding,cyan,M4
ENSMFAG00000034263,CYHR1,protein_coding,green,M4
ENSMFAG00000034286,CRYL1,protein_coding,midnightblue,M4
ENSMFAG00000034295,ENSMFAG00000034295,protein_coding,green,M4
ENSMFAG00000034331,EIF4G1,protein_coding,lightcyan,M4
ENSMFAG00000034345,RPL36,protein_coding,green,M4
ENSMFAG00000034356,ENSMFAG00000034356,protein_coding,purple,M4
ENSMFAG00000034360,NACAD,protein_coding,green,M4
ENSMFAG00000034368,ENSMFAG00000034368,protein_coding,midnightblue,M4
ENSMFAG00000034372,EMC8,protein_coding,midnightblue,M4
ENSMFAG00000000094,DYNC1I1,protein_coding,cyan,M4
ENSMFAG00000000098,PROKR2,protein_coding,cyan,M4
ENSMFAG00000034383,SKA3,protein_coding,green,M4
ENSMFAG00000034409,SGTA,protein_coding,green,M4
ENSMFAG00000034410,SRP14,protein_coding,green,M4
ENSMFAG00000034415,AAMP,protein_coding,green,M4
ENSMFAG00000034419,RTCB,protein_coding,purple,M4
ENSMFAG00000034431,FZD4,protein_coding,green,M4
ENSMFAG00000000240,PHPT1,protein_coding,green,M4
ENSMFAG00000000246,TRO,protein_coding,green,M4
ENSMFAG00000000282,PSD,protein_coding,green,M4
ENSMFAG00000000366,ENSMFAG00000000366,protein_coding,midnightblue,M4
ENSMFAG00000034462,YPEL5,protein_coding,purple,M4
ENSMFAG00000000505,ARMC6,protein_coding,green,M4
ENSMFAG00000000583,EXOC7,protein_coding,cyan,M4
ENSMFAG00000000689,ATP6V0D1,protein_coding,green,M4
ENSMFAG00000000767,ARL8A,protein_coding,green,M4
ENSMFAG00000034498,MICOS13,protein_coding,green,M4
ENSMFAG00000000814,USP5,protein_coding,green,M4
ENSMFAG00000034574,PCBP3,protein_coding,green,M4
ENSMFAG00000034594,KRT84,protein_coding,cyan,M4
ENSMFAG00000000942,TAPBP,protein_coding,green,M4
ENSMFAG00000034605,PIGQ,protein_coding,green,M4
ENSMFAG00000000950,LIMS2,protein_coding,cyan,M4
ENSMFAG00000001000,PNPLA6,protein_coding,green,M4
ENSMFAG00000001097,RPL13A,protein_coding,midnightblue,M4
ENSMFAG00000034632,TTBK1,protein_coding,lightcyan,M4
ENSMFAG00000001140,NEURL1,protein_coding,green,M4
ENSMFAG00000034656,GTF2A2,protein_coding,purple,M4
ENSMFAG00000001292,SMIM29,protein_coding,green,M4
ENSMFAG00000034667,C1orf50,protein_coding,purple,M4
ENSMFAG00000001335,LRFN1,protein_coding,green,M4
ENSMFAG00000034683,GUCY1A2,protein_coding,cyan,M4
ENSMFAG00000001369,ENSMFAG00000001369,protein_coding,green,M4
ENSMFAG00000001386,TSPYL4,protein_coding,green,M4
ENSMFAG00000034790,TESK1,protein_coding,green,M4
ENSMFAG00000034798,MAPK12,protein_coding,green,M4
ENSMFAG00000001497,DEDD2,protein_coding,green,M4
ENSMFAG00000035156,MYH9,protein_coding,green,M4
ENSMFAG00000035158,SEC23A,protein_coding,purple,M4
ENSMFAG00000035188,HNRNPAB,protein_coding,green,M4
ENSMFAG00000035190,ENSMFAG00000035190,protein_coding,purple,M4
ENSMFAG00000035226,RPL19,protein_coding,midnightblue,M4
ENSMFAG00000035229,NOP10,protein_coding,midnightblue,M4
ENSMFAG00000035331,SLC2A6,protein_coding,lightcyan,M4
ENSMFAG00000035346,GPKOW,protein_coding,green,M4
ENSMFAG00000035350,GSTM3,protein_coding,purple,M4
ENSMFAG00000001889,PPP1R14C,protein_coding,green,M4
ENSMFAG00000035374,ENSMFAG00000035374,protein_coding,purple,M4
ENSMFAG00000035383,MRPS25,protein_coding,green,M4
ENSMFAG00000035393,ASNA1,protein_coding,purple,M4
ENSMFAG00000001898,SLC17A7,protein_coding,green,M4
ENSMFAG00000035408,ANAPC13,protein_coding,purple,M4
ENSMFAG00000002160,SPINDOC,protein_coding,green,M4
ENSMFAG00000002228,C1QL1,protein_coding,green,M4
ENSMFAG00000035426,ENSMFAG00000035426,protein_coding,purple,M4
ENSMFAG00000035434,COBL,protein_coding,green,M4
ENSMFAG00000035458,DRAP1,protein_coding,green,M4
ENSMFAG00000002394,NPAS4,protein_coding,cyan,M4
ENSMFAG00000002657,TIMM10,protein_coding,green,M4
