humanEnsemblID,HumanGeneSymbol,MfasEnsemblID,MfasGeneSymbol
ENSG00000213420,GPC2,ENSMFAG00000038373,GPC2
ENSG00000136274,NACAD,ENSMFAG00000034360,NACAD
ENSG00000123454,DBH,ENSMFAG00000041482,DBH
ENSG00000143756,FBXO28,ENSMFAG00000000604,FBXO28
ENSG00000110931,CAMKK2,ENSMFAG00000045272,CAMKK2
ENSG00000156966,B3GNT7,ENSMFAG00000033039,B3GNT7
ENSG00000143473,KCNH1,ENSMFAG00000000121,KCNH1
ENSG00000204869,IGFL4,ENSMFAG00000001824,IGFL4
ENSG00000019505,SYT13,ENSMFAG00000002113,SYT13
ENSG00000128607,KLHDC10,ENSMFAG00000041650,KLHDC10
ENSG00000124440,HIF3A,ENSMFAG00000025583,HIF3A
ENSG00000163376,KBTBD8,ENSMFAG00000003507,KBTBD8
ENSG00000134326,CMPK2,ENSMFAG00000034601,CMPK2
ENSG00000171206,TRIM8,ENSMFAG00000046181,TRIM8
ENSG00000189042,ZNF567,ENSMFAG00000000930,ZNF567
ENSG00000134321,RSAD2,ENSMFAG00000033338,RSAD2
ENSG00000035862,TIMP2,ENSMFAG00000031465,TIMP2
ENSG00000063015,SEZ6,ENSMFAG00000038743,SEZ6
ENSG00000068745,IP6K2,ENSMFAG00000031559,IP6K2
ENSG00000166189,HPS6,ENSMFAG00000040457,HPS6
ENSG00000119537,KDSR,ENSMFAG00000042704,KDSR
ENSG00000104408,EIF3E,ENSMFAG00000035456,EIF3E
ENSG00000002330,BAD,ENSMFAG00000035492,BAD
ENSG00000136878,USP20,ENSMFAG00000001850,USP20
ENSG00000138675,FGF5,ENSMFAG00000034249,FGF5
ENSG00000116478,HDAC1,ENSMFAG00000044156,
ENSG00000116478,HDAC1,ENSMFAG00000039360,
ENSG00000116478,HDAC1,ENSMFAG00000005442,
ENSG00000116478,HDAC1,ENSMFAG00000001093,
ENSG00000129654,FOXJ1,ENSMFAG00000045542,FOXJ1
ENSG00000108878,CACNG1,ENSMFAG00000040283,CACNG1
ENSG00000149806,FAU,ENSMFAG00000041619,FAU
ENSG00000162374,ELAVL4,ENSMFAG00000039866,ELAVL4
ENSG00000176571,CNBD1,ENSMFAG00000031603,CNBD1
ENSG00000130508,PXDN,ENSMFAG00000039172,PXDN
ENSG00000165272,AQP3,ENSMFAG00000043420,AQP3
ENSG00000136270,TBRG4,ENSMFAG00000032141,TBRG4
ENSG00000146425,DYNLT1,ENSMFAG00000045304,
ENSG00000146425,DYNLT1,ENSMFAG00000033424,
ENSG00000081803,CADPS2,ENSMFAG00000040292,CADPS2
ENSG00000135773,CAPN9,ENSMFAG00000042957,CAPN9
ENSG00000188782,CATSPER4,ENSMFAG00000037726,CATSPER4
ENSG00000134817,APLNR,ENSMFAG00000030255,APLNR
ENSG00000139211,AMIGO2,ENSMFAG00000036236,AMIGO2
ENSG00000186815,TPCN1,ENSMFAG00000035454,TPCN1
ENSG00000123352,SPATS2,ENSMFAG00000042319,SPATS2
ENSG00000173406,DAB1,ENSMFAG00000044031,DAB1
ENSG00000164619,BMPER,ENSMFAG00000040626,BMPER
ENSG00000119801,YPEL5,ENSMFAG00000034462,YPEL5
ENSG00000105711,SCN1B,ENSMFAG00000032441,SCN1B
ENSG00000146281,PM20D2,ENSMFAG00000016066,PM20D2
ENSG00000108379,WNT3,ENSMFAG00000030050,WNT3
ENSG00000130363,RSPH3,ENSMFAG00000041726,RSPH3
ENSG00000153531,ADPRHL1,ENSMFAG00000034058,
ENSG00000105877,DNAH11,ENSMFAG00000044423,DNAH11
ENSG00000138688,KIAA1109,ENSMFAG00000030541,KIAA1109
ENSG00000108468,CBX1,ENSMFAG00000036790,CBX1
ENSG00000108468,CBX1,ENSMFAG00000001947,
ENSG00000139641,ESYT1,ENSMFAG00000035482,ESYT1
ENSG00000061656,SPAG4,ENSMFAG00000033014,SPAG4
ENSG00000170619,COMMD5,ENSMFAG00000029028,COMMD5
ENSG00000037637,FBXO42,ENSMFAG00000003747,FBXO42
ENSG00000112249,ASCC3,ENSMFAG00000002081,ASCC3
ENSG00000116783,TNNI3K,ENSMFAG00000001777,
ENSG00000135439,AGAP2,ENSMFAG00000000465,AGAP2
ENSG00000164694,FNDC1,ENSMFAG00000000932,FNDC1
ENSG00000042753,AP2S1,ENSMFAG00000022670,AP2S1
ENSG00000002919,SNX11,ENSMFAG00000001845,SNX11
ENSG00000134020,PEBP4,ENSMFAG00000036169,PEBP4
ENSG00000136986,DERL1,ENSMFAG00000044615,DERL1
ENSG00000179115,FARSA,ENSMFAG00000030595,FARSA
ENSG00000161328,LRRC56,ENSMFAG00000035420,LRRC56
ENSG00000144591,GMPPA,ENSMFAG00000041906,GMPPA
ENSG00000141570,CBX8,ENSMFAG00000036578,CBX8
ENSG00000036448,MYOM2,ENSMFAG00000033265,MYOM2
ENSG00000130748,TMEM160,ENSMFAG00000001653,TMEM160
ENSG00000141582,CBX4,ENSMFAG00000030753,CBX4
ENSG00000106436,MYL10,ENSMFAG00000040942,MYL10
ENSG00000154975,CA10,ENSMFAG00000021148,CA10
ENSG00000015153,YAF2,ENSMFAG00000035590,YAF2
ENSG00000131051,RBM39,ENSMFAG00000042593,RBM39
ENSG00000151846,PABPC3,ENSMFAG00000016858,PABPC3
ENSG00000160058,BSDC1,ENSMFAG00000042990,BSDC1
ENSG00000185386,MAPK11,ENSMFAG00000002644,MAPK11
ENSG00000105321,CCDC9,ENSMFAG00000002381,CCDC9
ENSG00000205476,CCDC85C,ENSMFAG00000031571,
ENSG00000164483,SAMD3,ENSMFAG00000038071,SAMD3
ENSG00000230453,ANKRD18B,ENSMFAG00000031138,
ENSG00000116176,TPSG1,ENSMFAG00000035519,TPSG1
ENSG00000248099,INSL3,ENSMFAG00000038274,INSL3
ENSG00000113645,WWC1,ENSMFAG00000039601,WWC1
ENSG00000198729,PPP1R14C,ENSMFAG00000001889,PPP1R14C
ENSG00000121310,ECHDC2,ENSMFAG00000042423,ECHDC2
ENSG00000067900,ROCK1,ENSMFAG00000003564,ROCK1
ENSG00000141519,CCDC40,ENSMFAG00000032264,CCDC40
ENSG00000024422,EHD2,ENSMFAG00000045476,EHD2
ENSG00000114354,TFG,ENSMFAG00000043877,TFG
ENSG00000138814,PPP3CA,ENSMFAG00000003655,PPP3CA
ENSG00000197580,BCO2,ENSMFAG00000037360,BCO2
ENSG00000172336,POP7,ENSMFAG00000027783,POP7
ENSG00000117650,NEK2,ENSMFAG00000041966,NEK2
ENSG00000160214,RRP1,ENSMFAG00000003202,RRP1
ENSG00000141505,ASGR1,ENSMFAG00000035586,ASGR1
ENSG00000070182,SPTB,ENSMFAG00000038472,SPTB
ENSG00000070495,JMJD6,ENSMFAG00000039650,JMJD6
ENSG00000077585,GPR137B,ENSMFAG00000034812,GPR137B
ENSG00000053918,KCNQ1,ENSMFAG00000044043,KCNQ1
ENSG00000182118,FAM89A,ENSMFAG00000039366,FAM89A
ENSG00000119283,TRIM67,ENSMFAG00000035817,TRIM67
ENSG00000150556,LYPD6B,ENSMFAG00000046204,LYPD6B
ENSG00000198874,TYW1,ENSMFAG00000035457,
ENSG00000117400,MPL,ENSMFAG00000015202,MPL
ENSG00000111424,VDR,ENSMFAG00000040856,VDR
ENSG00000103111,MON1B,ENSMFAG00000039703,MON1B
ENSG00000156860,FBRS,ENSMFAG00000002731,FBRS
ENSG00000176248,ANAPC2,ENSMFAG00000039218,ANAPC2
ENSG00000187742,SECISBP2,ENSMFAG00000003045,SECISBP2
ENSG00000181830,SLC35C1,ENSMFAG00000033217,SLC35C1
ENSG00000160094,ZNF362,ENSMFAG00000045133,ZNF362
ENSG00000100243,CYB5R3,ENSMFAG00000031130,CYB5R3
ENSG00000187957,DNER,ENSMFAG00000034549,DNER
ENSG00000140391,TSPAN3,ENSMFAG00000031959,TSPAN3
ENSG00000203772,SPRN,ENSMFAG00000029744,SPRN
ENSG00000146453,PNLDC1,ENSMFAG00000041296,PNLDC1
ENSG00000171634,BPTF,ENSMFAG00000041639,BPTF
ENSG00000167004,PDIA3,ENSMFAG00000001972,PDIA3
ENSG00000107341,UBE2R2,ENSMFAG00000032942,UBE2R2
ENSG00000103534,TMC5,ENSMFAG00000045588,TMC5
ENSG00000204592,HLA-E,ENSMFAG00000035330,HLA-E
ENSG00000165474,GJB2,ENSMFAG00000013561,GJB2
ENSG00000182636,NDN,ENSMFAG00000030109,NDN
ENSG00000134996,OSTF1,ENSMFAG00000043790,OSTF1
ENSG00000007080,CCDC124,ENSMFAG00000042756,CCDC124
ENSG00000103549,RNF40,ENSMFAG00000032834,RNF40
ENSG00000086570,FAT2,ENSMFAG00000039681,FAT2
ENSG00000104687,GSR,ENSMFAG00000003439,GSR
ENSG00000141198,TOM1L1,ENSMFAG00000044267,TOM1L1
ENSG00000155093,PTPRN2,ENSMFAG00000041948,PTPRN2
ENSG00000103152,MPG,ENSMFAG00000045056,MPG
ENSG00000142227,EMP3,ENSMFAG00000032947,EMP3
ENSG00000156873,PHKG2,ENSMFAG00000004011,PHKG2
ENSG00000129116,PALLD,ENSMFAG00000001632,PALLD
ENSG00000145451,GLRA3,ENSMFAG00000034554,GLRA3
ENSG00000161914,ZNF653,ENSMFAG00000041927,ZNF653
ENSG00000277161,PIGW,ENSMFAG00000036468,PIGW
ENSG00000100604,CHGA,ENSMFAG00000032473,CHGA
ENSG00000259956,RBM15B,ENSMFAG00000029773,RBM15B
ENSG00000105447,GRWD1,ENSMFAG00000030565,GRWD1
ENSG00000184347,SLIT3,ENSMFAG00000000721,SLIT3
ENSG00000088002,SULT2B1,ENSMFAG00000042452,SULT2B1
ENSG00000099330,OCEL1,ENSMFAG00000044199,OCEL1
ENSG00000150907,FOXO1,ENSMFAG00000044565,FOXO1
ENSG00000156219,ART3,ENSMFAG00000040258,ART3
ENSG00000108187,PBLD,ENSMFAG00000035594,PBLD
ENSG00000099256,PRTFDC1,ENSMFAG00000039843,PRTFDC1
ENSG00000205221,VIT,ENSMFAG00000044880,VIT
ENSG00000151025,GPR158,ENSMFAG00000042015,GPR158
ENSG00000204576,PRR3,ENSMFAG00000045525,PRR3
ENSG00000153064,BANK1,ENSMFAG00000041462,BANK1
ENSG00000135587,SMPD2,ENSMFAG00000033236,SMPD2
ENSG00000121903,ZSCAN20,ENSMFAG00000042799,ZSCAN20
ENSG00000110628,SLC22A18,ENSMFAG00000038599,SLC22A18
ENSG00000135218,CD36,ENSMFAG00000044200,CD36
ENSG00000188981,MSANTD1,ENSMFAG00000030979,MSANTD1
ENSG00000146477,SLC22A3,ENSMFAG00000002893,SLC22A3
ENSG00000144535,DIS3L2,ENSMFAG00000030972,DIS3L2
ENSG00000071282,LMCD1,ENSMFAG00000033976,LMCD1
ENSG00000148798,INA,ENSMFAG00000040504,INA
ENSG00000188760,TMEM198,ENSMFAG00000037512,TMEM198
ENSG00000181690,PLAG1,ENSMFAG00000030888,PLAG1
ENSG00000104804,TULP2,ENSMFAG00000000586,TULP2
ENSG00000107984,DKK1,ENSMFAG00000038444,DKK1
ENSG00000141378,PTRH2,ENSMFAG00000036307,PTRH2
ENSG00000185532,PRKG1,ENSMFAG00000042225,PRKG1
ENSG00000141367,CLTC,ENSMFAG00000040097,CLTC
ENSG00000139151,PLCZ1,ENSMFAG00000001065,PLCZ1
ENSG00000113580,NR3C1,ENSMFAG00000039004,NR3C1
ENSG00000181649,PHLDA2,ENSMFAG00000040835,PHLDA2
ENSG00000120899,PTK2B,ENSMFAG00000003719,PTK2B
ENSG00000090659,CD209,ENSMFAG00000046257,CD209
ENSG00000185585,OLFML2A,ENSMFAG00000002383,OLFML2A
ENSG00000107242,PIP5K1B,ENSMFAG00000038711,PIP5K1B
ENSG00000165632,TAF3,ENSMFAG00000041323,TAF3
ENSG00000146674,IGFBP3,ENSMFAG00000001907,IGFBP3
ENSG00000065057,NTHL1,ENSMFAG00000032174,NTHL1
ENSG00000135766,EGLN1,ENSMFAG00000039962,EGLN1
ENSG00000185215,TNFAIP2,ENSMFAG00000040536,TNFAIP2
ENSG00000175868,CALCB,ENSMFAG00000037050,CALCB
ENSG00000100314,CABP7,ENSMFAG00000045093,CABP7
ENSG00000124134,KCNS1,ENSMFAG00000043514,KCNS1
ENSG00000128335,APOL2,ENSMFAG00000000916,APOL2
ENSG00000036530,CYP46A1,ENSMFAG00000002756,CYP46A1
ENSG00000148835,TAF5,ENSMFAG00000031468,TAF5
ENSG00000122591,FAM126A,ENSMFAG00000027679,FAM126A
ENSG00000163053,SLC16A14,ENSMFAG00000038643,SLC16A14
ENSG00000070476,ZXDC,ENSMFAG00000035930,ZXDC
ENSG00000132429,POPDC3,ENSMFAG00000040532,POPDC3
ENSG00000183828,NUDT14,ENSMFAG00000034083,NUDT14
ENSG00000113391,FAM172A,ENSMFAG00000001171,FAM172A
ENSG00000100473,COCH,ENSMFAG00000043586,COCH
ENSG00000109794,FAM149A,ENSMFAG00000046381,FAM149A
ENSG00000125430,HS3ST3B1,ENSMFAG00000037693,HS3ST3B1
ENSG00000013016,EHD3,ENSMFAG00000033132,EHD3
ENSG00000141564,RPTOR,ENSMFAG00000000138,RPTOR
ENSG00000088836,SLC4A11,ENSMFAG00000044132,SLC4A11
ENSG00000100764,PSMC1,ENSMFAG00000003028,PSMC1
ENSG00000077549,CAPZB,ENSMFAG00000037255,CAPZB
ENSG00000119042,SATB2,ENSMFAG00000035983,SATB2
ENSG00000063127,SLC6A16,ENSMFAG00000017537,SLC6A16
ENSG00000112419,PHACTR2,ENSMFAG00000015323,PHACTR2
ENSG00000233608,TWIST2,ENSMFAG00000022870,TWIST2
ENSG00000007392,LUC7L,ENSMFAG00000003743,LUC7L
ENSG00000112365,ZBTB24,ENSMFAG00000000893,ZBTB24
ENSG00000100478,AP4S1,ENSMFAG00000032637,AP4S1
ENSG00000172020,GAP43,ENSMFAG00000041003,GAP43
ENSG00000078549,ADCYAP1R1,ENSMFAG00000040314,ADCYAP1R1
ENSG00000106648,GALNTL5,ENSMFAG00000044831,GALNTL5
ENSG00000198551,ZNF627,ENSMFAG00000022939,ZNF627
ENSG00000196605,ZNF846,ENSMFAG00000043068,
ENSG00000197283,SYNGAP1,ENSMFAG00000041047,SYNGAP1
ENSG00000154175,ABI3BP,ENSMFAG00000043185,ABI3BP
ENSG00000171759,PAH,ENSMFAG00000036729,PAH
ENSG00000234284,ZNF879,ENSMFAG00000039136,ZNF879
ENSG00000204574,ABCF1,ENSMFAG00000001346,ABCF1
ENSG00000103415,HMOX2,ENSMFAG00000030777,HMOX2
ENSG00000145817,YIPF5,ENSMFAG00000001553,YIPF5
ENSG00000139344,AMDHD1,ENSMFAG00000046264,AMDHD1
ENSG00000108960,MMD,ENSMFAG00000000970,MMD
ENSG00000171772,SYCE1,ENSMFAG00000032521,SYCE1
ENSG00000172031,EPHX4,ENSMFAG00000035355,EPHX4
ENSG00000155511,GRIA1,ENSMFAG00000043353,GRIA1
ENSG00000130561,SAG,ENSMFAG00000045450,SAG
ENSG00000114378,HYAL1,ENSMFAG00000003015,HYAL1
ENSG00000129353,SLC44A2,ENSMFAG00000013480,
ENSG00000130649,CYP2E1,ENSMFAG00000044389,CYP2E1
ENSG00000197632,SERPINB2,ENSMFAG00000035794,SERPINB2
ENSG00000166292,TMEM100,ENSMFAG00000029193,TMEM100
ENSG00000189157,FAM47E,ENSMFAG00000041213,
ENSG00000100425,BRD1,ENSMFAG00000030538,BRD1
ENSG00000166402,TUB,ENSMFAG00000031850,TUB
ENSG00000100097,LGALS1,ENSMFAG00000030003,
ENSG00000100097,LGALS1,ENSMFAG00000036985,
ENSG00000184408,KCND2,ENSMFAG00000046158,KCND2
ENSG00000159212,CLIC6,ENSMFAG00000046184,CLIC6
ENSG00000085377,PREP,ENSMFAG00000038505,PREP
ENSG00000265190,ANXA8,ENSMFAG00000001776,
ENSG00000130402,ACTN4,ENSMFAG00000033669,ACTN4
ENSG00000153187,HNRNPU,ENSMFAG00000037308,HNRNPU
ENSG00000180914,OXTR,ENSMFAG00000037530,OXTR
ENSG00000177272,KCNA3,ENSMFAG00000007623,KCNA3
ENSG00000177030,DEAF1,ENSMFAG00000001308,DEAF1
ENSG00000127220,ABHD8,ENSMFAG00000028796,ABHD8
ENSG00000147676,MAL2,ENSMFAG00000000592,MAL2
ENSG00000144746,ARL6IP5,ENSMFAG00000033075,
ENSG00000144746,ARL6IP5,ENSMFAG00000001584,ARL6IP5
ENSG00000169213,RAB3B,ENSMFAG00000040281,RAB3B
ENSG00000107518,ATRNL1,ENSMFAG00000003582,ATRNL1
ENSG00000221829,FANCG,ENSMFAG00000042847,FANCG
ENSG00000010810,FYN,ENSMFAG00000000074,FYN
ENSG00000156968,MPV17L,ENSMFAG00000038161,MPV17L
ENSG00000146574,CCZ1B,ENSMFAG00000035825,
ENSG00000176046,NUPR1,ENSMFAG00000027741,NUPR1
ENSG00000140015,KCNH5,ENSMFAG00000037862,KCNH5
ENSG00000057663,ATG5,ENSMFAG00000041362,ATG5
ENSG00000116991,SIPA1L2,ENSMFAG00000039676,SIPA1L2
ENSG00000126453,BCL2L12,ENSMFAG00000042931,BCL2L12
ENSG00000100028,SNRPD3,ENSMFAG00000033628,SNRPD3
ENSG00000188846,RPL14,ENSMFAG00000032338,
ENSG00000135372,NAT10,ENSMFAG00000041013,NAT10
ENSG00000136933,RABEPK,ENSMFAG00000042018,RABEPK
ENSG00000130595,TNNT3,ENSMFAG00000038686,TNNT3
ENSG00000211455,STK38L,ENSMFAG00000030945,STK38L
ENSG00000044574,HSPA5,ENSMFAG00000039748,HSPA5
ENSG00000175711,B3GNTL1,ENSMFAG00000032303,B3GNTL1
ENSG00000055147,FAM114A2,ENSMFAG00000043590,FAM114A2
ENSG00000104365,IKBKB,ENSMFAG00000039739,IKBKB
ENSG00000157214,STEAP2,ENSMFAG00000045411,STEAP2
ENSG00000221823,PPP3R1,ENSMFAG00000031560,PPP3R1
ENSG00000172409,CLP1,ENSMFAG00000046074,CLP1
ENSG00000165023,DIRAS2,ENSMFAG00000030619,DIRAS2
ENSG00000043462,LCP2,ENSMFAG00000040627,LCP2
ENSG00000165572,KBTBD6,ENSMFAG00000002271,KBTBD6
ENSG00000164647,STEAP1,ENSMFAG00000035452,
ENSG00000166908,PIP4K2C,ENSMFAG00000040121,PIP4K2C
ENSG00000120903,CHRNA2,ENSMFAG00000003637,CHRNA2
ENSG00000151892,GFRA1,ENSMFAG00000001953,GFRA1
ENSG00000158458,NRG2,ENSMFAG00000036960,NRG2
ENSG00000174628,IQCK,ENSMFAG00000033259,IQCK
ENSG00000254858,MPV17L2,ENSMFAG00000041586,MPV17L2
ENSG00000166510,CCDC68,ENSMFAG00000032372,CCDC68
ENSG00000167670,CHAF1A,ENSMFAG00000035792,CHAF1A
ENSG00000104763,ASAH1,ENSMFAG00000039553,ASAH1
ENSG00000164270,HTR4,ENSMFAG00000043212,HTR4
ENSG00000163913,IFT122,ENSMFAG00000030257,IFT122
ENSG00000163520,FBLN2,ENSMFAG00000003835,FBLN2
ENSG00000163956,LRPAP1,ENSMFAG00000045907,LRPAP1
ENSG00000118596,SLC16A7,ENSMFAG00000002564,SLC16A7
ENSG00000168268,NT5DC2,ENSMFAG00000004068,NT5DC2
ENSG00000197647,ZNF433,ENSMFAG00000039684,ZNF433
ENSG00000197756,RPL37A,ENSMFAG00000043631,RPL37A
ENSG00000114554,PLXNA1,ENSMFAG00000037368,PLXNA1
ENSG00000146374,RSPO3,ENSMFAG00000031116,RSPO3
ENSG00000196961,AP2A1,ENSMFAG00000042161,AP2A1
ENSG00000170324,FRMPD2,ENSMFAG00000026102,FRMPD2
ENSG00000115457,IGFBP2,ENSMFAG00000040045,IGFBP2
ENSG00000108242,CYP2C18,ENSMFAG00000031634,CYP2C18
ENSG00000165841,CYP2C19,ENSMFAG00000034614,CYP2C75
ENSG00000165841,CYP2C19,ENSMFAG00000005983,CYP2C43
ENSG00000115461,IGFBP5,ENSMFAG00000040116,IGFBP5
ENSG00000166016,ABTB2,ENSMFAG00000001208,ABTB2
ENSG00000156795,WDYHV1,ENSMFAG00000045125,WDYHV1
ENSG00000174640,SLCO2A1,ENSMFAG00000043043,SLCO2A1
ENSG00000154237,LRRK1,ENSMFAG00000023538,LRRK1
ENSG00000164654,MIOS,ENSMFAG00000034560,MIOS
ENSG00000172461,FUT9,ENSMFAG00000006659,FUT9
ENSG00000164576,SAP30L,ENSMFAG00000000320,SAP30L
ENSG00000162769,FLVCR1,ENSMFAG00000032026,FLVCR1
ENSG00000166441,RPL27A,ENSMFAG00000038752,RPL27A
ENSG00000063322,MED29,ENSMFAG00000044241,MED29
ENSG00000204923,FBXO48,ENSMFAG00000038551,FBXO48
ENSG00000153933,DGKE,ENSMFAG00000042785,DGKE
ENSG00000107611,CUBN,ENSMFAG00000030948,CUBN
ENSG00000172059,KLF11,ENSMFAG00000039490,KLF11
ENSG00000249709,ZNF564,ENSMFAG00000032649,ZNF564
ENSG00000146918,NCAPG2,ENSMFAG00000040814,NCAPG2
ENSG00000092199,HNRNPC,ENSMFAG00000002531,HNRNPC
ENSG00000143013,LMO4,ENSMFAG00000034077,LMO4
ENSG00000275111,ZNF2,ENSMFAG00000039940,ZNF2
ENSG00000135454,B4GALNT1,ENSMFAG00000034688,B4GALNT1
ENSG00000149243,KLHL35,ENSMFAG00000031078,KLHL35
ENSG00000169427,KCNK9,ENSMFAG00000041517,KCNK9
ENSG00000164609,SLU7,ENSMFAG00000002001,SLU7
ENSG00000174197,MGA,ENSMFAG00000037653,MGA
ENSG00000113073,SLC4A9,ENSMFAG00000033873,SLC4A9
ENSG00000157890,MEGF11,ENSMFAG00000038247,MEGF11
ENSG00000118507,AKAP7,ENSMFAG00000044065,AKAP7
ENSG00000185010,F8,ENSMFAG00000039948,F8
ENSG00000242173,ARHGDIG,ENSMFAG00000038549,ARHGDIG
ENSG00000117245,KIF17,ENSMFAG00000043993,KIF17
ENSG00000157445,CACNA2D3,ENSMFAG00000032351,CACNA2D3
ENSG00000149761,NUDT22,ENSMFAG00000000939,NUDT22
ENSG00000144635,DYNC1LI1,ENSMFAG00000031574,DYNC1LI1
ENSG00000154764,WNT7A,ENSMFAG00000044809,WNT7A
ENSG00000189410,SH2D5,ENSMFAG00000038100,SH2D5
ENSG00000275395,FCGBP,ENSMFAG00000001218,
ENSG00000117410,ATP6V0B,ENSMFAG00000045547,ATP6V0B
ENSG00000162694,EXTL2,ENSMFAG00000001251,EXTL2
ENSG00000015532,XYLT2,ENSMFAG00000043415,XYLT2
ENSG00000169239,CA5B,ENSMFAG00000038720,CA5B
ENSG00000139117,CPNE8,ENSMFAG00000041185,CPNE8
ENSG00000157423,HYDIN,ENSMFAG00000002730,HYDIN
ENSG00000157510,AFAP1L1,ENSMFAG00000041048,AFAP1L1
ENSG00000185361,TNFAIP8L1,ENSMFAG00000024837,TNFAIP8L1
ENSG00000166261,ZNF202,ENSMFAG00000002603,ZNF202
ENSG00000128641,MYO1B,ENSMFAG00000043361,MYO1B
ENSG00000130758,MAP3K10,ENSMFAG00000044502,MAP3K10
ENSG00000173080,RXFP4,ENSMFAG00000029955,RXFP4
ENSG00000147133,TAF1,ENSMFAG00000001749,TAF1
ENSG00000074966,TXK,ENSMFAG00000042885,TXK
ENSG00000105583,WDR83OS,ENSMFAG00000000625,WDR83OS
ENSG00000100151,PICK1,ENSMFAG00000003832,PICK1
ENSG00000106278,PTPRZ1,ENSMFAG00000032576,PTPRZ1
ENSG00000248905,FMN1,ENSMFAG00000036844,FMN1
ENSG00000172831,CES2,ENSMFAG00000032416,
ENSG00000172831,CES2,ENSMFAG00000031745,
ENSG00000172831,CES2,ENSMFAG00000000811,
ENSG00000132005,RFX1,ENSMFAG00000031642,RFX1
ENSG00000112130,RNF8,ENSMFAG00000045899,RNF8
ENSG00000163739,CXCL1,ENSMFAG00000039628,CXCL1
ENSG00000132622,HSPA12B,ENSMFAG00000042113,HSPA12B
ENSG00000186153,WWOX,ENSMFAG00000037127,WWOX
ENSG00000167632,TRAPPC9,ENSMFAG00000044625,TRAPPC9
ENSG00000141404,GNAL,ENSMFAG00000044213,GNAL
ENSG00000136883,KIF12,ENSMFAG00000037359,KIF12
ENSG00000133398,MED10,ENSMFAG00000036824,MED10
ENSG00000118520,ARG1,ENSMFAG00000045543,ARG1
ENSG00000196843,ARID5A,ENSMFAG00000041379,ARID5A
ENSG00000160392,C19orf47,ENSMFAG00000028924,C19orf47
ENSG00000172497,ACOT12,ENSMFAG00000000202,ACOT12
ENSG00000081041,CXCL2,ENSMFAG00000035439,CXCL2
ENSG00000167434,CA4,ENSMFAG00000032685,CA4
ENSG00000073331,ALPK1,ENSMFAG00000035373,ALPK1
ENSG00000140067,FAM181A,ENSMFAG00000032209,FAM181A
ENSG00000072952,MRVI1,ENSMFAG00000035351,MRVI1
ENSG00000158321,AUTS2,ENSMFAG00000035871,AUTS2
ENSG00000156475,PPP2R2B,ENSMFAG00000002611,PPP2R2B
ENSG00000077522,ACTN2,ENSMFAG00000041700,ACTN2
ENSG00000239887,C1orf226,ENSMFAG00000042773,C1orf226
ENSG00000170832,USP32,ENSMFAG00000042248,
ENSG00000006016,CRLF1,ENSMFAG00000001307,CRLF1
ENSG00000066422,ZBTB11,ENSMFAG00000031897,ZBTB11
ENSG00000156804,FBXO32,ENSMFAG00000036166,FBXO32
ENSG00000114391,RPL24,ENSMFAG00000031632,
ENSG00000114391,RPL24,ENSMFAG00000042596,
ENSG00000114391,RPL24,ENSMFAG00000038803,
ENSG00000073146,MOV10L1,ENSMFAG00000035651,MOV10L1
ENSG00000145675,PIK3R1,ENSMFAG00000045395,PIK3R1
ENSG00000177303,CASKIN2,ENSMFAG00000037054,CASKIN2
ENSG00000162777,DENND2D,ENSMFAG00000036546,DENND2D
ENSG00000182580,EPHB3,ENSMFAG00000037014,EPHB3
ENSG00000173456,RNF26,ENSMFAG00000030008,RNF26
ENSG00000108349,CASC3,ENSMFAG00000041496,CASC3
ENSG00000100628,ASB2,ENSMFAG00000042110,ASB2
ENSG00000213380,COG8,ENSMFAG00000041024,
ENSG00000107438,PDLIM1,ENSMFAG00000036606,
ENSG00000107438,PDLIM1,ENSMFAG00000030298,
ENSG00000175906,ARL4D,ENSMFAG00000029966,ARL4D
ENSG00000128298,BAIAP2L2,ENSMFAG00000003147,BAIAP2L2
ENSG00000115665,SLC5A7,ENSMFAG00000037536,SLC5A7
ENSG00000145248,SLC10A4,ENSMFAG00000001804,SLC10A4
ENSG00000079482,OPHN1,ENSMFAG00000041327,OPHN1
ENSG00000115523,GNLY,ENSMFAG00000004079,GNLY
ENSG00000167487,KLHL26,ENSMFAG00000044055,KLHL26
ENSG00000054803,CBLN4,ENSMFAG00000031943,CBLN4
ENSG00000203485,INF2,ENSMFAG00000045488,INF2
ENSG00000166432,ZMAT1,ENSMFAG00000042343,ZMAT1
ENSG00000165914,TTC7B,ENSMFAG00000000808,TTC7B
ENSG00000182173,TSEN54,ENSMFAG00000000712,TSEN54
ENSG00000204653,ASPDH,ENSMFAG00000040099,ASPDH
ENSG00000131409,LRRC4B,ENSMFAG00000036984,LRRC4B
ENSG00000022355,GABRA1,ENSMFAG00000045791,GABRA1
ENSG00000144681,STAC,ENSMFAG00000030097,STAC
ENSG00000185722,ANKFY1,ENSMFAG00000030993,ANKFY1
ENSG00000183255,PTTG1IP,ENSMFAG00000033191,PTTG1IP
ENSG00000055813,CCDC85A,ENSMFAG00000044378,CCDC85A
ENSG00000157985,AGAP1,ENSMFAG00000038629,AGAP1
ENSG00000139684,ESD,ENSMFAG00000039144,
ENSG00000139684,ESD,ENSMFAG00000035557,
ENSG00000115828,QPCT,ENSMFAG00000038124,QPCT
