Num,Crab.eating.macaque.gene.stable.ID,Crab.eating.macaque.gene.name,Human.Gene.stable.ID,Human.Gene.name,Human.Entrez.Gene,pls1Neg,pls1Pos,GO.0099536.synaptic.signaling,GO.0007272.ensheathment.of.neurons,GO.0050808.synapse.organization,GO.0061564.axon.development,GO.0007612.learning,GO.0016198.axon.choice.point.recognition,GO.0034765.regulation.of.ion.transmembran,GO.1903305.regulation.of.regulated.secret,GO.0044057.regulation.of.system.process,GO.0019932.second.messenger.mediated.sign,GO.0022029.telencephalon.cell.migration,GO.0040008.regulation.of.growth,hsa04080.Neuroactive.ligand.receptor.in,GO.0090066.regulation.of.anatomical.struc,GO.0046328.regulation.of.JNK.cascade,GO.0046849.bone.remodeling,GO.0007422.peripheral.nervous.system.deve,GO.0035235.ionotropic.glutamate.receptor,GO.0015701.bicarbonate.transport,GO.0046467.membrane.lipid.biosynthetic.pr,TotalEvidenceCount
203.0,ENSMFAG00000008281,MED23,ENSG00000112282,MED23,9439.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
204.0,ENSMFAG00000008661,THRB,ENSG00000151090,THRB,7068.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
205.0,ENSMFAG00000008703,LMO7,ENSG00000136153,LMO7,4008.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
206.0,ENSMFAG00000008705,ZNF541,ENSG00000118156,ZNF541,84215.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
207.0,ENSMFAG00000009032,QPCTL,ENSG00000011478,QPCTL,54814.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
208.0,ENSMFAG00000009175,CDH19,ENSG00000071991,CDH19,28513.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
209.0,ENSMFAG00000009198,TTYH3,ENSG00000136295,TTYH3,80727.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
210.0,ENSMFAG00000009495,ADAMTS15,ENSG00000166106,ADAMTS15,170689.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
211.0,ENSMFAG00000010407,RF01963,,,,0,1,,,,,,,,,,,,,,,,,,,,,
212.0,ENSMFAG00000010454,LRRN2,ENSG00000170382,LRRN2,10446.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
213.0,ENSMFAG00000010460,LZTS1,ENSG00000061337,LZTS1,11178.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
214.0,ENSMFAG00000010630,RF01970,ENSG00000276398,AC018659.5,,0,1,,,,,,,,,,,,,,,,,,,,,
215.0,ENSMFAG00000010807,PHLPP1,ENSG00000081913,PHLPP1,23239.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
216.0,ENSMFAG00000011647,RF00108,ENSG00000278123,SNORD116-28,100033820.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
217.0,ENSMFAG00000011839,ENSMFAG00000011839,,,,0,1,,,,,,,,,,,,,,,,,,,,,
218.0,ENSMFAG00000012332,RF00019,ENSG00000200829,AC023137.1,,1,0,,,,,,,,,,,,,,,,,,,,,
219.0,ENSMFAG00000012357,SCN7A,ENSG00000136546,SCN7A,6332.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
220.0,ENSMFAG00000012407,ENSMFAG00000012407,ENSG00000196787,H2AC11,8969.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
221.0,ENSMFAG00000013072,CTXN1,ENSG00000178531,CTXN1,404217.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
222.0,ENSMFAG00000013431,CYP7B1,ENSG00000172817,CYP7B1,9420.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
223.0,ENSMFAG00000014166,ENSMFAG00000014166,,,,0,1,,,,,,,,,,,,,,,,,,,,,
224.0,ENSMFAG00000014621,RF01965,ENSG00000275231,AC007351.4,,0,1,,,,,,,,,,,,,,,,,,,,,
225.0,ENSMFAG00000014795,RF01966,,,,0,1,,,,,,,,,,,,,,,,,,,,,
226.0,ENSMFAG00000014904,FFAR1,ENSG00000126266,FFAR1,2864.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
227.0,ENSMFAG00000015112,RPRML,ENSG00000179673,RPRML,388394.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
228.0,ENSMFAG00000015187,RF01967,,,,0,1,,,,,,,,,,,,,,,,,,,,,
229.0,ENSMFAG00000015230,HTR1A,ENSG00000178394,HTR1A,3350.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
230.0,ENSMFAG00000015355,AIG1,ENSG00000146416,AIG1,51390.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
231.0,ENSMFAG00000015799,PEAK3,ENSG00000188305,PEAK3,374872.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
232.0,ENSMFAG00000016075,USP3,ENSG00000140455,USP3,9960.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
233.0,ENSMFAG00000016453,ENSMFAG00000016453,,,,0,1,,,,,,,,,,,,,,,,,,,,,
234.0,ENSMFAG00000016945,KLHL25,ENSG00000183655,KLHL25,64410.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
235.0,ENSMFAG00000017291,ZNF322,ENSG00000181315,ZNF322,79692.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
236.0,ENSMFAG00000017458,SSTR4,ENSG00000132671,SSTR4,6754.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
237.0,ENSMFAG00000017685,CDK5R2,ENSG00000171450,CDK5R2,8941.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
238.0,ENSMFAG00000018189,MIR219A2,ENSG00000284185,MIR219A2,407003.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
239.0,ENSMFAG00000018615,RF01969,,,,0,1,,,,,,,,,,,,,,,,,,,,,
240.0,ENSMFAG00000018750,RF01964,,,,0,1,,,,,,,,,,,,,,,,,,,,,
241.0,ENSMFAG00000018790,TMEM125,ENSG00000179178,TMEM125,128218.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
242.0,ENSMFAG00000019220,ALG5,ENSG00000120697,ALG5,29880.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
243.0,ENSMFAG00000021112,ENSMFAG00000021112,,,,0,1,,,,,,,,,,,,,,,,,,,,,
244.0,ENSMFAG00000021184,HNRNPF,ENSG00000169813,HNRNPF,3185.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
245.0,ENSMFAG00000021979,RTP1,ENSG00000175077,RTP1,132112.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
246.0,ENSMFAG00000022450,SMIM10L2B,ENSG00000196972,SMIM10L2B,644596.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
247.0,ENSMFAG00000022782,TMBIM1,ENSG00000135926,TMBIM1,64114.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
248.0,ENSMFAG00000023144,KIF26B,ENSG00000162849,KIF26B,55083.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
249.0,ENSMFAG00000023380,RAB9A,ENSG00000123595,RAB9A,9367.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
250.0,ENSMFAG00000023471,CPT1B,ENSG00000205560,CPT1B,1375.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
251.0,ENSMFAG00000023923,ENSMFAG00000023923,,,,0,1,,,,,,,,,,,,,,,,,,,,,
252.0,ENSMFAG00000023934,TTC39C,ENSG00000168234,TTC39C,125488.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
253.0,ENSMFAG00000025111,NXPE3,ENSG00000144815,NXPE3,91775.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
254.0,ENSMFAG00000025612,NEUROD6,ENSG00000164600,NEUROD6,63974.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
255.0,ENSMFAG00000025645,CHRNA6,ENSG00000147434,CHRNA6,8973.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
256.0,ENSMFAG00000025747,MAL,ENSG00000172005,MAL,4118.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
257.0,ENSMFAG00000025968,FIGNL2,ENSG00000261308,FIGNL2,401720.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
258.0,ENSMFAG00000026134,FA2H,ENSG00000103089,FA2H,79152.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
259.0,ENSMFAG00000026331,MUTYH,ENSG00000132781,MUTYH,4595.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
260.0,ENSMFAG00000026367,ENSMFAG00000026367,,,,1,0,,,,,,,,,,,,,,,,,,,,,
261.0,ENSMFAG00000026468,ZBTB5,ENSG00000168795,ZBTB5,9925.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262.0,ENSMFAG00000026553,LAMP2,ENSG00000005893,LAMP2,3920.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
263.0,ENSMFAG00000026776,SH3RF1,ENSG00000154447,SH3RF1,57630.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
264.0,ENSMFAG00000027007,MEA1,ENSG00000124733,MEA1,4201.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
265.0,ENSMFAG00000027132,PAIP2B,ENSG00000124374,PAIP2B,400961.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
266.0,ENSMFAG00000027150,ENSMFAG00000027150,,,,1,0,,,,,,,,,,,,,,,,,,,,,
267.0,ENSMFAG00000027151,CA2,ENSG00000104267,CA2,760.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
268.0,ENSMFAG00000027493,NOG,ENSG00000183691,NOG,9241.0,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
269.0,ENSMFAG00000027809,ENSMFAG00000027809,,,,0,1,,,,,,,,,,,,,,,,,,,,,
270.0,ENSMFAG00000027875,ASPRV1,ENSG00000244617,ASPRV1,151516.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
271.0,ENSMFAG00000028065,TMEM95,ENSG00000182896,TMEM95,339168.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
272.0,ENSMFAG00000028460,ADGRB2,ENSG00000121753,ADGRB2,576.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
273.0,ENSMFAG00000028497,AACS,ENSG00000081760,AACS,65985.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
274.0,ENSMFAG00000028501,TGM6,ENSG00000166948,TGM6,343641.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
275.0,ENSMFAG00000028800,SH3GLB2,ENSG00000148341,SH3GLB2,56904.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
276.0,ENSMFAG00000029353,DUSP13,ENSG00000079393,DUSP13,51207.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
277.0,ENSMFAG00000029387,PRDX1,ENSG00000117450,PRDX1,5052.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
278.0,ENSMFAG00000029472,NEUROD2,ENSG00000171532,NEUROD2,4761.0,0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
279.0,ENSMFAG00000029744,SPRN,ENSG00000203772,SPRN,503542.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
280.0,ENSMFAG00000029831,TMEM235,ENSG00000204278,TMEM235,283999.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
281.0,ENSMFAG00000029976,TNKS,ENSG00000173273,TNKS,8658.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
282.0,ENSMFAG00000029978,NIPAL4,ENSG00000172548,NIPAL4,348938.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283.0,ENSMFAG00000030074,ENSMFAG00000030074,,,,0,1,,,,,,,,,,,,,,,,,,,,,
284.0,ENSMFAG00000030089,RGS9BP,ENSG00000186326,RGS9BP,388531.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
285.0,ENSMFAG00000030156,P2RY2,ENSG00000175591,P2RY2,5029.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
286.0,ENSMFAG00000030166,BASP1,ENSG00000176788,BASP1,10409.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
287.0,ENSMFAG00000030169,ENSMFAG00000030169,ENSG00000184185,KCNJ12,3768.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,ENSG00000260458,KCNJ18,100134444.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
288.0,ENSMFAG00000030224,ENSMFAG00000030224,,,,1,0,,,,,,,,,,,,,,,,,,,,,
289.0,ENSMFAG00000030248,RASGRP1,ENSG00000172575,RASGRP1,10125.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
290.0,ENSMFAG00000030275,CMTM5,ENSG00000166091,CMTM5,116173.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
291.0,ENSMFAG00000030287,SMIM10,ENSG00000184785,SMIM10,644538.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
292.0,ENSMFAG00000030329,ANKRD27,ENSG00000105186,ANKRD27,84079.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
293.0,ENSMFAG00000030336,HRH1,ENSG00000196639,HRH1,3269.0,0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
294.0,ENSMFAG00000030344,ENSMFAG00000030344,,,,0,1,,,,,,,,,,,,,,,,,,,,,
295.0,ENSMFAG00000030355,GAL3ST1,ENSG00000128242,GAL3ST1,9514.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
296.0,ENSMFAG00000030375,HBP1,ENSG00000105856,HBP1,26959.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
297.0,ENSMFAG00000030405,ENSMFAG00000030405,,,,0,1,,,,,,,,,,,,,,,,,,,,,
298.0,ENSMFAG00000030414,XPO4,ENSG00000132953,XPO4,64328.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
299.0,ENSMFAG00000030436,REEP3,ENSG00000165476,REEP3,221035.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
300.0,ENSMFAG00000030440,TAOK2,ENSG00000149930,TAOK2,9344.0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
301.0,ENSMFAG00000030473,AP1S1,ENSG00000106367,AP1S1,1174.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
302.0,ENSMFAG00000030533,ENSMFAG00000030533,,,,0,1,,,,,,,,,,,,,,,,,,,,,
303.0,ENSMFAG00000030543,HPSE,ENSG00000173083,HPSE,10855.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
304.0,ENSMFAG00000030547,PSRC1,ENSG00000134222,PSRC1,84722.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
305.0,ENSMFAG00000030574,PIK3R4,ENSG00000196455,PIK3R4,30849.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
306.0,ENSMFAG00000030581,DNM1,ENSG00000106976,DNM1,1759.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
307.0,ENSMFAG00000030614,ZKSCAN1,ENSG00000106261,ZKSCAN1,7586.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
308.0,ENSMFAG00000030653,L1CAM,ENSG00000198910,L1CAM,3897.0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
309.0,ENSMFAG00000030682,RTP5,ENSG00000188011,RTP5,285093.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
310.0,ENSMFAG00000030706,RF00213,ENSG00000274091,SNORD1C,677850.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
311.0,ENSMFAG00000030784,LIPE,ENSG00000079435,LIPE,3991.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
312.0,ENSMFAG00000030805,CORO1A,ENSG00000102879,CORO1A,11151.0,0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
313.0,ENSMFAG00000030806,BRD4,ENSG00000141867,BRD4,23476.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
314.0,ENSMFAG00000030811,ZNF24,ENSG00000172466,ZNF24,7572.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
315.0,ENSMFAG00000030817,KCNT2,ENSG00000162687,KCNT2,343450.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
316.0,ENSMFAG00000030822,MUSK,ENSG00000030304,MUSK,4593.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
317.0,ENSMFAG00000030866,HTR1E,ENSG00000168830,HTR1E,3354.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
